date,description,amount,transaction_type,year,month,day,day_of_week,year_month,base_category,cluster_id,anomaly_score,is_anomaly
2025-02-17,LOCAL GROCERY MART,125.14,Debit,2025,2,17,0,2025-02,Other,4,0.10835428194412938,False
2025-01-16,SPAR HYPERMARKET,111.08,Debit,2025,1,16,3,2025-01,Other,3,0.13458814935771413,False
2025-03-28,Starbucks Store 0032,14.52,Debit,2025,3,28,4,2025-03,Food,1,0.08674137011845978,False
2025-02-23,GAS COMPANY,118.95,Debit,2025,2,23,6,2025-02,Other,3,0.1071148588582298,False
2025-01-18,ELECTRIC BILL,78.67,Debit,2025,1,18,5,2025-01,Utilities,3,0.05333795367765326,False
2025-03-10,McDonalds #8492,9.49,Debit,2025,3,10,0,2025-03,Food,1,0.048562525776345344,False
2025-02-10,Starbucks Store 0032,34.37,Debit,2025,2,10,0,2025-02,Food,1,0.0779822152301079,False
2025-01-05,INTERNET CHARGES,162.69,Debit,2025,1,5,6,2025-01,Utilities,3,0.014239517433985549,False
2025-01-10,YELLOW CAB CO,51.91,Debit,2025,1,10,4,2025-01,Transport,3,0.08971450469284642,False
2025-02-02,METRO TICKET,58.3,Debit,2025,2,2,6,2025-02,Other,3,0.13126216659180684,False
2025-03-28,GAS COMPANY,165.41,Debit,2025,3,28,4,2025-03,Other,3,0.10503179184722616,False
2025-02-14,WATER BILL,162.91,Debit,2025,2,14,4,2025-02,Utilities,3,0.06706578075723169,False
2025-04-02,METRO TICKET,55.08,Debit,2025,4,2,2,2025-04,Other,4,0.11406818963834436,False
2025-02-18,ZARA MALL 09,68.68,Debit,2025,2,18,1,2025-02,Shopping,4,0.12761835292116436,False
2025-01-19,UBER TRIP 284922 CA,10.4,Debit,2025,1,19,6,2025-01,Transport,3,0.03494206040439185,False
2025-01-28,GAS COMPANY,98.78,Debit,2025,1,28,1,2025-01,Other,4,0.12367401638023129,False
2025-03-27,PAYPAL *SPOTIFY,34.22,Debit,2025,3,27,3,2025-03,Entertainment,1,0.08975671675457086,False
2025-02-25,Local Diner,27.25,Debit,2025,2,25,1,2025-02,Food,1,0.11125566352138921,False
2025-02-13,Netflix.com,25.9,Debit,2025,2,13,3,2025-02,Entertainment,1,0.08548993663871218,False
2025-03-09,INTERNET CHARGES,103.52,Debit,2025,3,9,6,2025-03,Utilities,3,0.06446766136239535,False
2025-02-26,WM SUPERCENTER #382,99.75,Debit,2025,2,26,2,2025-02,Other,4,0.16050493713300623,False
2025-01-27,ZARA MALL 09,181.42,Debit,2025,1,27,0,2025-01,Shopping,4,0.032646006772560576,False
2025-03-20,SPAR HYPERMARKET,142.38,Debit,2025,3,20,3,2025-03,Other,3,0.1412400343778944,False
2025-01-17,Dominos Pizza,38.79,Debit,2025,1,17,4,2025-01,Other,3,0.15984930239377138,False
2025-01-17,SHELL STATION #221,18.67,Debit,2025,1,17,4,2025-01,Other,3,0.15229738812812071,False
2025-02-17,APPLE STORE #R1234,70.8,Debit,2025,2,17,0,2025-02,Shopping,4,0.0848661828737255,False
2025-03-12,CINEMA CITY,33.33,Debit,2025,3,12,2,2025-03,Other,4,0.1762679982731743,False
2025-03-20,H&M STORE 42,83.15,Debit,2025,3,20,3,2025-03,Shopping,3,0.14145647848600784,False
2025-01-07,STEAM PURCHASE,20.28,Debit,2025,1,7,1,2025-01,Other,4,0.13188130797620207,False
2025-01-31,KFC Outlet 22,25.02,Debit,2025,1,31,4,2025-01,Other,3,0.15560594580602505,False
2025-02-15,McDonalds #8492,28.87,Debit,2025,2,15,5,2025-02,Food,1,0.09418096644348883,False
2025-02-13,WM SUPERCENTER #382,86.79,Debit,2025,2,13,3,2025-02,Other,3,0.16842639223117822,False
2025-03-01,STEAM PURCHASE,53.48,Debit,2025,3,1,5,2025-03,Other,3,0.1652089001389077,False
2025-03-02,Netflix.com,14.57,Debit,2025,3,2,6,2025-03,Entertainment,1,0.0371730088349127,False
2025-03-02,UBER TRIP 284922 CA,14.59,Debit,2025,3,2,6,2025-03,Transport,3,0.07490585142793216,False
2025-03-25,STEAM PURCHASE,23.87,Debit,2025,3,25,1,2025-03,Other,4,0.1577411567328736,False
2025-03-30,PAYPAL *SPOTIFY,59.33,Debit,2025,3,30,6,2025-03,Entertainment,1,0.05348151129413936,False
2025-01-18,Starbucks Store 0032,38.12,Debit,2025,1,18,5,2025-01,Food,1,0.059429537728187376,False
2025-03-28,GAS COMPANY,79.78,Debit,2025,3,28,4,2025-03,Other,3,0.15736098401332765,False
2025-03-25,WATER BILL,85.01,Debit,2025,3,25,1,2025-03,Utilities,4,0.06729571853400429,False
2025-03-23,LOCAL GROCERY MART,45.33,Debit,2025,3,23,6,2025-03,Other,3,0.14037412993470738,False
2025-02-13,Starbucks Store 0032,25.59,Debit,2025,2,13,3,2025-02,Food,1,0.12067641695805281,False
2025-01-15,ELECTRIC BILL,156.03,Debit,2025,1,15,2,2025-01,Utilities,4,0.06467052183195876,False
2025-03-11,CINEMA CITY,54.22,Debit,2025,3,11,1,2025-03,Other,4,0.16715365724585723,False
2025-01-04,Starbucks Store 0032,12.65,Debit,2025,1,4,5,2025-01,Food,1,0.049168658890129224,False
2025-01-13,CINEMA CITY,38.73,Debit,2025,1,13,0,2025-01,Other,4,0.09745969571283436,False
2025-03-02,INTERNET CHARGES,45.13,Debit,2025,3,2,6,2025-03,Utilities,3,0.06539314415131736,False
2025-01-10,ELECTRIC BILL,99.32,Debit,2025,1,10,4,2025-01,Utilities,3,0.06194551973956186,False
2025-02-13,WATER BILL,156.25,Debit,2025,2,13,3,2025-02,Utilities,3,0.081718611144321,False
2025-01-17,SHELL STATION #221,21.03,Debit,2025,1,17,4,2025-01,Other,3,0.15478177091645012,False
2025-03-28,Local Diner,25.17,Debit,2025,3,28,4,2025-03,Food,1,0.09202343150459563,False
2025-03-16,STEAM PURCHASE,72.64,Debit,2025,3,16,6,2025-03,Other,3,0.12923074863911393,False
2025-03-05,Dominos Pizza,23.76,Debit,2025,3,5,2,2025-03,Other,4,0.17137606411622458,False
2025-03-22,YELLOW CAB CO,59.87,Debit,2025,3,22,5,2025-03,Transport,3,0.10542649858350278,False
2025-03-22,Netflix.com,24.48,Debit,2025,3,22,5,2025-03,Entertainment,1,0.057806314394628244,False
2025-02-11,AMAZON MKTP US*2R9,217.28,Debit,2025,2,11,1,2025-02,Shopping,4,0.07036503990127108,False
2025-03-19,WATER BILL,61.4,Debit,2025,3,19,2,2025-03,Utilities,4,0.08246832657263548,False
2025-03-11,Netflix.com,79.99,Debit,2025,3,11,1,2025-03,Entertainment,1,0.06534848893447698,False
2025-02-26,H&M STORE 42,47.93,Debit,2025,2,26,2,2025-02,Shopping,4,0.14713860822066543,False
2025-03-03,LYFT RIDE PGH,31.66,Debit,2025,3,3,0,2025-03,Transport,4,0.07848415689533284,False
2025-03-08,CINEMA CITY,52.35,Debit,2025,3,8,5,2025-03,Other,3,0.16532891060597132,False
2025-01-21,METRO TICKET,59.79,Debit,2025,1,21,1,2025-01,Other,4,0.13592266196019592,False
2025-02-24,STEAM PURCHASE,51.71,Debit,2025,2,24,0,2025-02,Other,4,0.11829560715763171,False
2025-03-03,CINEMA CITY,60.17,Debit,2025,3,3,0,2025-03,Other,4,0.11644987877661017,False
2025-02-20,Dominos Pizza,21.0,Debit,2025,2,20,3,2025-02,Other,3,0.1708580356775286,False
2025-02-13,SPAR HYPERMARKET,74.84,Debit,2025,2,13,3,2025-02,Other,3,0.16856754275674074,False
2025-04-01,INTERNET CHARGES,50.93,Debit,2025,4,1,1,2025-04,Utilities,4,0.028362461133477512,False
2025-01-07,COSTCO WHOLESALE,70.32,Debit,2025,1,7,1,2025-01,Other,4,0.13217100833293,False
2025-01-28,AMAZON MKTP US*2R9,153.21,Debit,2025,1,28,1,2025-01,Shopping,4,0.07726061058714434,False
2025-09-01,LYFT RIDE PGH,22.3,Debit,2025,9,1,0,2025-09,Transport,0,-0.04619362683441852,True
2025-02-01,Netflix.com,58.2,Debit,2025,2,1,5,2025-02,Entertainment,1,0.05388807029995957,False
2025-02-25,METRO TICKET,54.18,Debit,2025,2,25,1,2025-02,Other,4,0.16478573080879516,False
2025-03-01,YELLOW CAB CO,47.88,Debit,2025,3,1,5,2025-03,Transport,3,0.11028585829866816,False
2025-01-25,AMAZON MKTP US*2R9,238.27,Debit,2025,1,25,5,2025-01,Shopping,3,0.044769196023486835,False
2025-03-30,WATER BILL,66.82,Debit,2025,3,30,6,2025-03,Utilities,3,0.06620241621168377,False
2025-03-14,ELECTRIC BILL,51.75,Debit,2025,3,14,4,2025-03,Utilities,3,0.08475516409391459,False
2025-02-02,CINEMA CITY,76.66,Debit,2025,2,2,6,2025-02,Other,3,0.11822733368573957,False
2025-03-21,ELECTRIC BILL,125.26,Debit,2025,3,21,4,2025-03,Utilities,3,0.07288874846767279,False
2025-03-15,CINEMA CITY,54.88,Debit,2025,3,15,5,2025-03,Other,3,0.16459342948883898,False
2025-01-07,CINEMA CITY,51.23,Debit,2025,1,7,1,2025-01,Other,4,0.1422056104871277,False
2025-01-29,UBER TRIP 284922 CA,42.32,Debit,2025,1,29,2,2025-01,Transport,4,0.09958122364162547,False
2025-03-25,H&M STORE 42,49.66,Debit,2025,3,25,1,2025-03,Shopping,4,0.13085426293096852,False
2025-03-27,YELLOW CAB CO,20.41,Debit,2025,3,27,3,2025-03,Transport,3,0.1019783020578206,False
2025-01-31,ZARA MALL 09,48.03,Debit,2025,1,31,4,2025-01,Shopping,3,0.11385882326340546,False
2025-03-18,Netflix.com,45.84,Debit,2025,3,18,1,2025-03,Entertainment,1,0.10530080414304654,False
2025-02-21,APPLE STORE #R1234,211.76,Debit,2025,2,21,4,2025-02,Shopping,3,0.09607208315710097,False
2025-12-02,Netflix.com,31.74,Debit,2025,12,2,1,2025-12,Entertainment,0,-0.10604063195541391,True
2025-03-24,KFC Outlet 22,35.59,Debit,2025,3,24,0,2025-03,Other,4,0.12728753349480182,False
2025-03-10,ELECTRIC BILL,110.36,Debit,2025,3,10,0,2025-03,Utilities,4,0.03904715479343379,False
2025-01-29,GAS COMPANY,103.07,Debit,2025,1,29,2,2025-01,Other,4,0.13050810817855457,False
2025-01-16,Dominos Pizza,10.36,Debit,2025,1,16,3,2025-01,Other,3,0.12728945666803665,False
2025-01-08,ELECTRIC BILL,68.62,Debit,2025,1,8,2,2025-01,Utilities,4,0.07550831399764957,False
2025-03-26,GAS COMPANY,49.74,Debit,2025,3,26,2,2025-03,Other,4,0.17770953981005155,False
2025-02-27,PAYPAL *SPOTIFY,46.45,Debit,2025,2,27,3,2025-02,Entertainment,1,0.09830943608533915,False
2025-01-28,YELLOW CAB CO,13.31,Debit,2025,1,28,1,2025-01,Transport,4,0.0654938541296134,False
2025-03-20,Dominos Pizza,22.75,Debit,2025,3,20,3,2025-03,Other,3,0.1694990443033636,False
2025-03-22,Local Diner,34.46,Debit,2025,3,22,5,2025-03,Food,1,0.08843522889794297,False
2025-02-26,AMAZON MKTP US*2R9,184.12,Debit,2025,2,26,2,2025-02,Shopping,4,0.11492431890143845,False
2025-01-04,SPAR HYPERMARKET,73.26,Debit,2025,1,4,5,2025-01,Other,3,0.12799806465201863,False
2025-03-31,STEAM PURCHASE,50.29,Debit,2025,3,31,0,2025-03,Other,4,0.1256717639160247,False
2025-02-08,YELLOW CAB CO,44.65,Debit,2025,2,8,5,2025-02,Transport,3,0.11194945909959131,False
2025-02-05,METRO TICKET,20.99,Debit,2025,2,5,2,2025-02,Other,4,0.1668649833674402,False
2025-02-02,UBER TRIP 284922 CA,44.86,Debit,2025,2,2,6,2025-02,Transport,3,0.08717261064211007,False
2025-01-18,YELLOW CAB CO,23.05,Debit,2025,1,18,5,2025-01,Transport,3,0.07694649392654052,False
2025-03-06,SPAR HYPERMARKET,145.78,Debit,2025,3,6,3,2025-03,Other,3,0.13615728725890786,False
2025-01-01,KFC Outlet 22,31.15,Debit,2025,1,1,2,2025-01,Other,4,0.14278632001380953,False
2025-03-11,WM SUPERCENTER #382,102.18,Debit,2025,3,11,1,2025-03,Other,4,0.14313592201685332,False
2025-02-10,YELLOW CAB CO,46.18,Debit,2025,2,10,0,2025-02,Transport,4,0.07346299866934847,False
2025-01-04,LOCAL GROCERY MART,139.41,Debit,2025,1,4,5,2025-01,Other,3,0.09711786637603081,False
2025-03-27,H&M STORE 42,186.56,Debit,2025,3,27,3,2025-03,Shopping,3,0.11489775409339531,False
2025-08-02,Netflix.com,11.31,Debit,2025,8,2,5,2025-08,Entertainment,0,-0.07079174642741681,True
2025-03-02,APPLE STORE #R1234,125.11,Debit,2025,3,2,6,2025-03,Shopping,3,0.09232634839735726,False
2025-01-15,PAYPAL *SPOTIFY,9.36,Debit,2025,1,15,2,2025-01,Entertainment,1,0.04218808664777807,False
2025-03-11,SHELL STATION #221,55.76,Debit,2025,3,11,1,2025-03,Other,4,0.16394833718013235,False
2025-01-03,ZARA MALL 09,201.36,Debit,2025,1,3,4,2025-01,Shopping,3,0.08547446100999634,False
2025-01-31,LOCAL GROCERY MART,37.42,Debit,2025,1,31,4,2025-01,Other,3,0.15900172078072167,False
2025-01-07,Dominos Pizza,15.22,Debit,2025,1,7,1,2025-01,Other,4,0.12355315290311908,False
2025-03-11,INTERNET CHARGES,164.79,Debit,2025,3,11,1,2025-03,Utilities,4,0.04164780899931331,False
2025-01-17,METRO TICKET,35.69,Debit,2025,1,17,4,2025-01,Other,3,0.1588215484045118,False
2025-02-18,GAS COMPANY,40.83,Debit,2025,2,18,1,2025-02,Other,4,0.16752095366271696,False
2025-02-02,PAYPAL *SPOTIFY,9.01,Debit,2025,2,2,6,2025-02,Entertainment,1,0.025225657245475985,False
2025-02-22,SHELL STATION #221,48.3,Debit,2025,2,22,5,2025-02,Other,3,0.15967879211903568,False
2025-02-08,H&M STORE 42,216.29,Debit,2025,2,8,5,2025-02,Shopping,3,0.07889146543476944,False
2025-02-02,McDonalds #8492,34.22,Debit,2025,2,2,6,2025-02,Food,1,0.07634753165388453,False
2025-03-31,ZARA MALL 09,231.95,Debit,2025,3,31,0,2025-03,Shopping,4,0.017543874335316678,False
2025-03-29,WM SUPERCENTER #382,86.28,Debit,2025,3,29,5,2025-03,Other,3,0.14210276750495232,False
2025-01-11,CINEMA CITY,48.24,Debit,2025,1,11,5,2025-01,Other,3,0.13767535996056673,False
2025-01-22,Netflix.com,28.43,Debit,2025,1,22,2,2025-01,Entertainment,1,0.06599228323150019,False
2025-03-05,LOCAL GROCERY MART,87.17,Debit,2025,3,5,2,2025-03,Other,4,0.16074004276827014,False
2025-03-21,COSTCO WHOLESALE,140.72,Debit,2025,3,21,4,2025-03,Other,3,0.12581062109898083,False
2025-02-23,KFC Outlet 22,16.58,Debit,2025,2,23,6,2025-02,Other,3,0.12377140478652604,False
2025-03-12,AMAZON MKTP US*2R9,147.02,Debit,2025,3,12,2,2025-03,Shopping,4,0.11892920667035223,False
2025-02-27,PAYPAL *SPOTIFY,79.74,Debit,2025,2,27,3,2025-02,Entertainment,1,0.07121069835453542,False
2025-01-21,LYFT RIDE PGH,53.83,Debit,2025,1,21,1,2025-01,Transport,4,0.08708860323872364,False
2025-01-03,LOCAL GROCERY MART,46.48,Debit,2025,1,3,4,2025-01,Other,3,0.15462605774708477,False
2025-08-01,KFC Outlet 22,34.66,Debit,2025,8,1,4,2025-08,Other,0,0.002536123395082468,False
2025-02-20,CINEMA CITY,8.58,Debit,2025,2,20,3,2025-02,Other,3,0.15507109081212522,False
2025-02-16,ELECTRIC BILL,150.7,Debit,2025,2,16,6,2025-02,Utilities,3,0.03011042870749625,False
2025-03-16,STEAM PURCHASE,14.55,Debit,2025,3,16,6,2025-03,Other,3,0.12303450080992873,False
2025-03-28,COSTCO WHOLESALE,88.9,Debit,2025,3,28,4,2025-03,Other,3,0.14972294298685102,False
2025-05-02,Netflix.com,45.2,Debit,2025,5,2,4,2025-05,Entertainment,1,-0.025728670134974152,True
2025-03-03,AMAZON MKTP US*2R9,209.09,Debit,2025,3,3,0,2025-03,Shopping,4,0.037965510849322315,False
2025-01-06,INTERNET CHARGES,104.13,Debit,2025,1,6,0,2025-01,Utilities,4,0.036636743289298224,False
2025-02-13,LOCAL GROCERY MART,127.57,Debit,2025,2,13,3,2025-02,Other,3,0.1584551322160926,False
2025-03-21,CINEMA CITY,68.66,Debit,2025,3,21,4,2025-03,Other,3,0.1586924572944174,False
2025-01-10,H&M STORE 42,135.98,Debit,2025,1,10,4,2025-01,Shopping,3,0.11140414846622626,False
2025-03-30,Netflix.com,50.98,Debit,2025,3,30,6,2025-03,Entertainment,1,0.058629292276727196,False
2025-01-14,ELECTRIC BILL,79.91,Debit,2025,1,14,1,2025-01,Utilities,4,0.06135928789713996,False
2025-01-02,Netflix.com,49.23,Debit,2025,1,2,3,2025-01,Entertainment,1,0.0584635484607543,False
2025-03-26,PAYPAL *SPOTIFY,32.0,Debit,2025,3,26,2,2025-03,Entertainment,1,0.09813876450507097,False
2025-03-28,YELLOW CAB CO,19.68,Debit,2025,3,28,4,2025-03,Transport,3,0.09872029580365677,False
2025-02-24,AMAZON MKTP US*2R9,161.41,Debit,2025,2,24,0,2025-02,Shopping,4,0.08292905008949236,False
2025-02-27,YELLOW CAB CO,56.38,Debit,2025,2,27,3,2025-02,Transport,3,0.12659585607090407,False
2025-02-11,LOCAL GROCERY MART,28.23,Debit,2025,2,11,1,2025-02,Other,4,0.15918168539788324,False
2025-01-14,APPLE STORE #R1234,136.7,Debit,2025,1,14,1,2025-01,Shopping,4,0.08826073822793457,False
2025-03-15,SHELL STATION #221,32.58,Debit,2025,3,15,5,2025-03,Other,3,0.1597991246394757,False
2025-03-18,APPLE STORE #R1234,231.87,Debit,2025,3,18,1,2025-03,Shopping,4,0.05133473583011172,False
2025-05-03,SPAR HYPERMARKET,55.5,Debit,2025,5,3,5,2025-05,Other,3,0.05637250743710043,False
2025-02-14,COSTCO WHOLESALE,61.31,Debit,2025,2,14,4,2025-02,Other,3,0.1624272366062392,False
2025-03-29,Netflix.com,54.51,Debit,2025,3,29,5,2025-03,Entertainment,1,0.07084292223441924,False
2025-03-17,SHELL STATION #221,16.02,Debit,2025,3,17,0,2025-03,Other,4,0.1181754168484429,False
2025-02-02,STEAM PURCHASE,23.41,Debit,2025,2,2,6,2025-02,Other,3,0.12585953751691314,False
2025-01-24,TARGET T-2812,98.6,Debit,2025,1,24,4,2025-01,Shopping,3,0.1126358736704624,False
2025-02-20,Local Diner,32.82,Debit,2025,2,20,3,2025-02,Food,1,0.11996805430262819,False
2025-02-26,UBER TRIP 284922 CA,29.36,Debit,2025,2,26,2,2025-02,Transport,4,0.11558591637754856,False
2025-03-01,H&M STORE 42,28.65,Debit,2025,3,1,5,2025-03,Shopping,3,0.12335858098147706,False
2025-01-26,WATER BILL,63.04,Debit,2025,1,26,6,2025-01,Utilities,3,0.030213285297368664,False
2025-02-03,Dominos Pizza,9.33,Debit,2025,2,3,0,2025-02,Other,4,0.10373474114358888,False
2025-02-07,Local Diner,18.12,Debit,2025,2,7,4,2025-02,Food,1,0.10061236697102827,False
2025-02-08,APPLE STORE #R1234,186.26,Debit,2025,2,8,5,2025-02,Shopping,3,0.09268631458216164,False
2025-01-13,KFC Outlet 22,16.56,Debit,2025,1,13,0,2025-01,Other,4,0.08099264737387224,False
2025-03-08,Dominos Pizza,29.04,Debit,2025,3,8,5,2025-03,Other,3,0.15825492768659816,False
2025-03-01,SHELL STATION #221,39.74,Debit,2025,3,1,5,2025-03,Other,3,0.16008795529131298,False
2025-03-19,GAS COMPANY,55.57,Debit,2025,3,19,2,2025-03,Other,4,0.17885895684476616,False
2025-03-20,SPAR HYPERMARKET,56.03,Debit,2025,3,20,3,2025-03,Other,3,0.17648242177753903,False
2025-01-10,KFC Outlet 22,17.72,Debit,2025,1,10,4,2025-01,Other,3,0.15197554111881317,False
2025-01-02,KFC Outlet 22,25.61,Debit,2025,1,2,3,2025-01,Other,3,0.1531177185557106,False
2025-02-12,LYFT RIDE PGH,49.01,Debit,2025,2,12,2,2025-02,Transport,4,0.1222625834408102,False
2025-01-17,WM SUPERCENTER #382,138.37,Debit,2025,1,17,4,2025-01,Other,3,0.12000443362661367,False
2025-03-01,COSTCO WHOLESALE,67.52,Debit,2025,3,1,5,2025-03,Other,3,0.14759757524632455,False
2025-07-03,WM SUPERCENTER #382,107.21,Debit,2025,7,3,3,2025-07,Other,0,0.009141874745332679,False
2025-01-05,ZARA MALL 09,69.97,Debit,2025,1,5,6,2025-01,Shopping,3,0.07352932749196761,False
2025-03-15,METRO TICKET,17.74,Debit,2025,3,15,5,2025-03,Other,3,0.15545847222310566,False
2025-01-15,PAYPAL *SPOTIFY,77.46,Debit,2025,1,15,2,2025-01,Entertainment,1,0.04069154948273179,False
2025-01-15,UBER TRIP 284922 CA,14.85,Debit,2025,1,15,2,2025-01,Transport,4,0.0787080183260771,False
2025-02-27,WATER BILL,144.11,Debit,2025,2,27,3,2025-02,Utilities,3,0.09274679671639263,False
2025-03-06,Dominos Pizza,34.23,Debit,2025,3,6,3,2025-03,Other,3,0.17476273205725207,False
2025-01-02,APPLE STORE #R1234,49.11,Debit,2025,1,2,3,2025-01,Shopping,3,0.12326655254271546,False
2025-01-14,KFC Outlet 22,9.69,Debit,2025,1,14,1,2025-01,Other,4,0.11643769462488796,False
2025-01-20,Netflix.com,41.8,Debit,2025,1,20,0,2025-01,Entertainment,1,0.02707907839032997,False
2025-02-02,ZARA MALL 09,46.66,Debit,2025,2,2,6,2025-02,Shopping,3,0.11054263602876552,False
2025-01-16,CINEMA CITY,44.51,Debit,2025,1,16,3,2025-01,Other,3,0.15761296293850735,False
2025-02-06,TARGET T-2812,118.87,Debit,2025,2,6,3,2025-02,Shopping,3,0.14561546452701157,False
2025-03-23,WATER BILL,147.49,Debit,2025,3,23,6,2025-03,Utilities,3,0.044268021719234385,False
2025-01-10,SHELL STATION #221,40.93,Debit,2025,1,10,4,2025-01,Other,3,0.1599508891246978,False
2025-02-26,LOCAL GROCERY MART,124.54,Debit,2025,2,26,2,2025-02,Other,4,0.1575999647005678,False
2025-03-28,SHELL STATION #221,38.53,Debit,2025,3,28,4,2025-03,Other,3,0.1660730512391369,False
2025-01-31,SPAR HYPERMARKET,119.22,Debit,2025,1,31,4,2025-01,Other,3,0.13288440131883533,False
2025-02-05,PAYPAL *SPOTIFY,77.16,Debit,2025,2,5,2,2025-02,Entertainment,1,0.07014219243352804,False
2025-03-30,CINEMA CITY,10.08,Debit,2025,3,30,6,2025-03,Other,3,0.1059121247507811,False
2025-03-20,WM SUPERCENTER #382,81.93,Debit,2025,3,20,3,2025-03,Other,3,0.16938236880220287,False
2025-03-01,ACH DEPOSIT SALARY,3500.0,Credit,2025,3,1,5,2025-03,Income,2,-0.15116921461256505,True
2025-02-12,PAYPAL *SPOTIFY,11.19,Debit,2025,2,12,2,2025-02,Entertainment,1,0.07440515818103954,False
2025-01-05,LOCAL GROCERY MART,116.54,Debit,2025,1,5,6,2025-01,Other,3,0.07701406145033907,False
2025-11-02,ZARA MALL 09,168.56,Debit,2025,11,2,6,2025-11,Shopping,0,-0.10170389110028788,True
2025-03-12,COSTCO WHOLESALE,58.13,Debit,2025,3,12,2,2025-03,Other,4,0.17417366155269604,False
2025-01-23,APPLE STORE #R1234,241.38,Debit,2025,1,23,3,2025-01,Shopping,3,0.06288988381258998,False
2025-01-28,SHELL STATION #221,26.35,Debit,2025,1,28,1,2025-01,Other,4,0.14152714082491463,False
2025-02-01,ACH DEPOSIT SALARY,3500.0,Credit,2025,2,1,5,2025-02,Income,2,-0.15161420772644696,True
2025-01-16,METRO TICKET,14.93,Debit,2025,1,16,3,2025-01,Other,3,0.13748150918015556,False
2025-11-01,CINEMA CITY,12.87,Debit,2025,11,1,5,2025-11,Other,0,-0.06920682780169307,True
2025-01-16,LOCAL GROCERY MART,81.2,Debit,2025,1,16,3,2025-01,Other,3,0.14246744809460465,False
2025-02-24,WATER BILL,170.05,Debit,2025,2,24,0,2025-02,Utilities,4,0.03441352753025195,False
2025-03-29,APPLE STORE #R1234,205.27,Debit,2025,3,29,5,2025-03,Shopping,3,0.07468589546227755,False
2025-06-02,SPAR HYPERMARKET,112.07,Debit,2025,6,2,0,2025-06,Other,4,-0.014706195770997521,True
2025-03-26,PAYPAL *SPOTIFY,53.23,Debit,2025,3,26,2,2025-03,Entertainment,1,0.10768976612563869,False
2025-01-27,INTERNET CHARGES,68.5,Debit,2025,1,27,0,2025-01,Utilities,4,0.030345447034195727,False
2025-02-07,CINEMA CITY,37.92,Debit,2025,2,7,4,2025-02,Other,3,0.16896923024796762,False
2025-03-04,STEAM PURCHASE,65.09,Debit,2025,3,4,1,2025-03,Other,4,0.15216288230737923,False
2025-01-10,WM SUPERCENTER #382,65.26,Debit,2025,1,10,4,2025-01,Other,3,0.1471516575897842,False
2025-01-06,Netflix.com,76.37,Debit,2025,1,6,0,2025-01,Entertainment,1,-0.003142201048059401,True
2025-03-22,APPLE STORE #R1234,223.65,Debit,2025,3,22,5,2025-03,Shopping,3,0.0599441628747327,False
2025-02-03,PAYPAL *SPOTIFY,44.55,Debit,2025,2,3,0,2025-02,Entertainment,1,0.07626518601950416,False
2025-03-07,METRO TICKET,12.73,Debit,2025,3,7,4,2025-03,Other,3,0.1440133402476388,False
2025-01-06,INTERNET CHARGES,114.58,Debit,2025,1,6,0,2025-01,Utilities,4,0.03706271183353638,False
2025-03-30,COSTCO WHOLESALE,113.3,Debit,2025,3,30,6,2025-03,Other,3,0.10578094011049671,False
2025-01-27,Local Diner,24.22,Debit,2025,1,27,0,2025-01,Food,1,0.04404061123437997,False
2025-03-27,ZARA MALL 09,183.19,Debit,2025,3,27,3,2025-03,Shopping,3,0.11650342419295234,False
2025-02-03,Local Diner,29.25,Debit,2025,2,3,0,2025-02,Food,1,0.0774544780913543,False
2025-02-21,CINEMA CITY,44.03,Debit,2025,2,21,4,2025-02,Other,3,0.16745511753778014,False
2025-01-11,ZARA MALL 09,232.52,Debit,2025,1,11,5,2025-01,Shopping,3,0.048082960875225234,False
2025-01-14,CINEMA CITY,64.17,Debit,2025,1,14,1,2025-01,Other,4,0.1329181860496466,False
2025-02-12,Starbucks Store 0032,23.0,Debit,2025,2,12,2,2025-02,Food,1,0.11586807678783473,False
2025-01-29,Starbucks Store 0032,21.15,Debit,2025,1,29,2,2025-01,Food,1,0.08826796213983534,False
2025-03-28,STEAM PURCHASE,28.57,Debit,2025,3,28,4,2025-03,Other,3,0.16450088404860935,False
2025-03-23,Netflix.com,14.61,Debit,2025,3,23,6,2025-03,Entertainment,1,0.0371730088349127,False
2025-03-19,SHELL STATION #221,28.87,Debit,2025,3,19,2,2025-03,Other,4,0.17350524657510424,False
2025-01-12,YELLOW CAB CO,53.84,Debit,2025,1,12,6,2025-01,Transport,3,0.06414101599050592,False
2025-02-24,WATER BILL,136.57,Debit,2025,2,24,0,2025-02,Utilities,4,0.051474226845643956,False
2025-03-25,APPLE STORE #R1234,152.86,Debit,2025,3,25,1,2025-03,Shopping,4,0.102302605917307,False
2025-01-11,ELECTRIC BILL,142.47,Debit,2025,1,11,5,2025-01,Utilities,3,0.047747307818677864,False
2025-01-05,PAYPAL *SPOTIFY,38.09,Debit,2025,1,5,6,2025-01,Entertainment,1,8.78041454464018e-05,False
2025-03-10,GAS COMPANY,139.22,Debit,2025,3,10,0,2025-03,Other,4,0.09537768324256563,False
2025-03-13,KFC Outlet 22,26.22,Debit,2025,3,13,3,2025-03,Other,3,0.1714871374556593,False
2025-01-14,LOCAL GROCERY MART,147.8,Debit,2025,1,14,1,2025-01,Other,4,0.08376237167628592,False
2025-03-23,LYFT RIDE PGH,40.29,Debit,2025,3,23,6,2025-03,Transport,3,0.09348746559029303,False
