date,description,amount,transaction_type,Category,Label,year,month,day,day_of_week,year_month,base_category,cluster_id,is_anomaly,anomaly_score
2025-02-08,SPAR HYPERMARKET,63.17,Debit,Groceries,Normal,2025,2,8,5,2025-02,Other,1,False,-0.45298026075595643
2025-02-18,INTERNET CHARGES,127.75,Debit,Utilities,Normal,2025,2,18,1,2025-02,Utilities,2,False,-0.5145436569809086
2025-02-25,H&M STORE 42,26.68,Debit,Shopping,Normal,2025,2,25,1,2025-02,Shopping,2,False,-0.4673401439700351
2025-03-23,CINEMA CITY,14.72,Debit,Entertainment,Normal,2025,3,23,6,2025-03,Other,1,False,-0.48892613251998035
2025-03-25,Local Diner,14.56,Debit,Food,Normal,2025,3,25,1,2025-03,Food,4,False,-0.5121942921155943
2025-04-01,LYFT RIDE PGH,49.27,Debit,Transport,Normal,2025,4,1,1,2025-04,Transport,2,True,-0.6338189331215267
2025-03-13,COSTCO WHOLESALE,111.33,Debit,Groceries,Normal,2025,3,13,3,2025-03,Other,2,False,-0.444434576544936
2025-01-11,GAS COMPANY,161.87,Debit,Utilities,Normal,2025,1,11,5,2025-01,Other,0,False,-0.5327650250611029
2025-03-28,STEAM PURCHASE,45.94,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,False,-0.4388819852651462
2025-03-10,COSTCO WHOLESALE,120.23,Debit,Groceries,Normal,2025,3,10,0,2025-03,Other,2,False,-0.5113175720127658
2025-03-11,ZARA MALL 09,175.45,Debit,Shopping,Normal,2025,3,11,1,2025-03,Shopping,2,False,-0.508026000590124
2025-01-21,INTERNET CHARGES,92.2,Debit,Utilities,Normal,2025,1,21,1,2025-01,Utilities,0,False,-0.5329168913252779
2025-03-01,INTERNET CHARGES,175.95,Debit,Utilities,Normal,2025,3,1,5,2025-03,Utilities,1,False,-0.5578901431883139
2025-02-24,Netflix.com,39.0,Debit,Entertainment,Normal,2025,2,24,0,2025-02,Entertainment,4,False,-0.5097208103969617
2025-03-07,PAYPAL *SPOTIFY,59.74,Debit,Entertainment,Normal,2025,3,7,4,2025-03,Entertainment,4,False,-0.5474105884062324
2025-02-11,COSTCO WHOLESALE,25.85,Debit,Groceries,Normal,2025,2,11,1,2025-02,Other,2,False,-0.43574332899606005
2025-02-17,H&M STORE 42,195.51,Debit,Shopping,Normal,2025,2,17,0,2025-02,Shopping,2,False,-0.5397475579351689
2025-01-15,Netflix.com Subscription,15.99,Debit,Entertainment,Recurring,2025,1,15,2,2025-01,Entertainment,4,False,-0.551534489303983
2025-03-27,Local Diner,26.81,Debit,Food,Normal,2025,3,27,3,2025-03,Food,4,False,-0.4956774733735101
2025-03-04,WM SUPERCENTER #382,97.13,Debit,Groceries,Normal,2025,3,4,1,2025-03,Other,2,False,-0.46160701389849307
2025-01-11,WATER BILL,61.12,Debit,Utilities,Normal,2025,1,11,5,2025-01,Utilities,0,False,-0.5416305414165615
2025-01-06,SPAR HYPERMARKET,147.63,Debit,Groceries,Normal,2025,1,6,0,2025-01,Other,0,False,-0.5371319161817729
2025-03-31,METRO TICKET,25.69,Debit,Transport,Normal,2025,3,31,0,2025-03,Other,2,False,-0.4768601687558902
2025-02-08,INTERNET CHARGES,111.02,Debit,Utilities,Normal,2025,2,8,5,2025-02,Utilities,1,False,-0.5320599420833616
2025-03-10,LYFT RIDE PGH,16.5,Debit,Transport,Normal,2025,3,10,0,2025-03,Transport,2,False,-0.5345993044823221
2025-01-02,H&M STORE 42,209.14,Debit,Shopping,Normal,2025,1,2,3,2025-01,Shopping,0,False,-0.523302266040002
2025-03-19,METRO TICKET,9.81,Debit,Transport,Normal,2025,3,19,2,2025-03,Other,2,False,-0.455089044785022
2025-01-07,WM SUPERCENTER #382,32.58,Debit,Groceries,Normal,2025,1,7,1,2025-01,Other,0,False,-0.4598974374346523
2025-02-27,WM SUPERCENTER #382,138.23,Debit,Groceries,Normal,2025,2,27,3,2025-02,Other,0,False,-0.44700528333635553
2025-02-14,Dominos Pizza,17.86,Debit,Food,Normal,2025,2,14,4,2025-02,Other,1,False,-0.43477391782835484
2025-03-28,PAYPAL *SPOTIFY,76.6,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Entertainment,4,False,-0.5574506123399671
2025-01-31,AMAZON MKTP US*2R9,197.45,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,0,False,-0.51807563367701
2025-01-31,APPLE STORE #R1234,94.47,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,0,False,-0.4892609121070026
2025-03-17,LYFT RIDE PGH,8.37,Debit,Transport,Normal,2025,3,17,0,2025-03,Transport,2,False,-0.5522238215935761
2025-02-28,ZARA MALL 09,173.37,Debit,Shopping,Normal,2025,2,28,4,2025-02,Shopping,1,False,-0.48090058607390784
2025-02-01,SHELL STATION #221,36.03,Debit,Transport,Normal,2025,2,1,5,2025-02,Other,1,False,-0.44029917465335744
2025-02-17,LOCAL GROCERY MART,125.14,Debit,Groceries,Normal,2025,2,17,0,2025-02,Other,2,False,-0.4973061658432193
2025-01-16,SPAR HYPERMARKET,111.08,Debit,Groceries,Normal,2025,1,16,3,2025-01,Other,0,False,-0.475596872219992
2025-03-28,Starbucks Store 0032,14.52,Debit,Food,Normal,2025,3,28,4,2025-03,Food,4,False,-0.5088954318892139
2025-02-23,GAS COMPANY,118.95,Debit,Utilities,Normal,2025,2,23,6,2025-02,Other,1,False,-0.5073288606690504
2025-01-18,ELECTRIC BILL,78.67,Debit,Utilities,Normal,2025,1,18,5,2025-01,Utilities,0,False,-0.5407153254327685
2025-03-10,McDonalds #8492,9.49,Debit,Food,Normal,2025,3,10,0,2025-03,Food,4,False,-0.5590422918002114
2025-02-10,Starbucks Store 0032,34.37,Debit,Food,Normal,2025,2,10,0,2025-02,Food,4,False,-0.5097404411954363
2025-01-05,INTERNET CHARGES,162.69,Debit,Utilities,Normal,2025,1,5,6,2025-01,Utilities,0,True,-0.6048575881715018
2025-01-10,YELLOW CAB CO,51.91,Debit,Transport,Normal,2025,1,10,4,2025-01,Transport,0,False,-0.5078817411555222
2025-02-02,METRO TICKET,58.3,Debit,Transport,Normal,2025,2,2,6,2025-02,Other,1,False,-0.47841459679121356
2025-03-28,GAS COMPANY,165.41,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,False,-0.5069020907049965
2025-02-14,WATER BILL,162.91,Debit,Utilities,Normal,2025,2,14,4,2025-02,Utilities,1,False,-0.5259237288923955
2025-02-04,METRO TICKET,55.08,Debit,Transport,Normal,2025,2,4,1,2025-02,Other,2,False,-0.4298790307249041
2025-02-18,ZARA MALL 09,68.68,Debit,Shopping,Normal,2025,2,18,1,2025-02,Shopping,2,False,-0.45928395014545287
2025-01-19,UBER TRIP 284922 CA,10.4,Debit,Transport,Normal,2025,1,19,6,2025-01,Transport,0,True,-0.5782671564320824
2025-01-28,GAS COMPANY,98.78,Debit,Utilities,Normal,2025,1,28,1,2025-01,Other,0,False,-0.4804285134226618
2025-03-27,PAYPAL *SPOTIFY,34.22,Debit,Entertainment,Normal,2025,3,27,3,2025-03,Entertainment,4,False,-0.5240691107511759
2025-02-25,Local Diner,27.25,Debit,Food,Normal,2025,2,25,1,2025-02,Food,4,False,-0.48852029207711223
2025-02-13,Netflix.com,25.9,Debit,Entertainment,Normal,2025,2,13,3,2025-02,Entertainment,4,False,-0.5133515985788751
2025-03-09,INTERNET CHARGES,103.52,Debit,Utilities,Normal,2025,3,9,6,2025-03,Utilities,1,False,-0.5674725484779602
2025-02-26,WM SUPERCENTER #382,99.75,Debit,Groceries,Normal,2025,2,26,2,2025-02,Other,2,False,-0.44551698695470776
2025-01-27,ZARA MALL 09,181.42,Debit,Shopping,Normal,2025,1,27,0,2025-01,Shopping,0,False,-0.569379798734484
2025-03-20,SPAR HYPERMARKET,142.38,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,2,False,-0.4601326399960017
2025-01-17,Dominos Pizza,38.79,Debit,Food,Normal,2025,1,17,4,2025-01,Other,0,False,-0.4369956261939104
2025-01-17,SHELL STATION #221,18.67,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,0,False,-0.45319494688335893
2025-02-17,APPLE STORE #R1234,70.8,Debit,Shopping,Normal,2025,2,17,0,2025-02,Shopping,2,False,-0.4911339304416778
2025-03-12,CINEMA CITY,33.33,Debit,Entertainment,Normal,2025,3,12,2,2025-03,Other,2,False,-0.4328101143174854
2025-03-20,H&M STORE 42,83.15,Debit,Shopping,Normal,2025,3,20,3,2025-03,Shopping,2,False,-0.4696084402694575
2025-01-07,STEAM PURCHASE,20.28,Debit,Entertainment,Normal,2025,1,7,1,2025-01,Other,0,False,-0.4646017010722012
2025-01-31,KFC Outlet 22,25.02,Debit,Food,Normal,2025,1,31,4,2025-01,Other,0,False,-0.4435438600524035
2025-02-15,McDonalds #8492,28.87,Debit,Food,Normal,2025,2,15,5,2025-02,Food,4,False,-0.5046349570716187
2025-02-13,WM SUPERCENTER #382,86.79,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,0,False,-0.43201940204185646
2025-03-01,STEAM PURCHASE,53.48,Debit,Entertainment,Normal,2025,3,1,5,2025-03,Other,1,False,-0.4461626750243468
2025-03-02,Netflix.com,14.57,Debit,Entertainment,Normal,2025,3,2,6,2025-03,Entertainment,4,False,-0.5605638266655282
2025-02-03,UBER TRIP 284922 CA,14.59,Debit,Transport,Normal,2025,2,3,0,2025-02,Transport,2,False,-0.5231353020234696
2025-03-25,STEAM PURCHASE,23.87,Debit,Entertainment,Normal,2025,3,25,1,2025-03,Other,2,False,-0.4462359264398727
2025-03-30,PAYPAL *SPOTIFY,59.33,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,4,False,-0.5488612969899528
2025-01-18,Starbucks Store 0032,38.12,Debit,Food,Normal,2025,1,18,5,2025-01,Food,4,False,-0.5460775614626951
2025-03-28,GAS COMPANY,79.78,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,False,-0.4446695202229677
2025-03-25,WATER BILL,85.01,Debit,Utilities,Normal,2025,3,25,1,2025-03,Utilities,2,False,-0.5247096334489268
2025-03-23,LOCAL GROCERY MART,45.33,Debit,Groceries,Normal,2025,3,23,6,2025-03,Other,1,False,-0.4738076399280176
2025-02-13,Starbucks Store 0032,25.59,Debit,Food,Normal,2025,2,13,3,2025-02,Food,4,False,-0.4806512496056114
2025-01-15,ELECTRIC BILL,156.03,Debit,Utilities,Normal,2025,1,15,2,2025-01,Utilities,0,False,-0.5302922640615775
2025-03-11,CINEMA CITY,54.22,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Other,2,False,-0.4406847469262269
2025-01-04,Starbucks Store 0032,12.65,Debit,Food,Normal,2025,1,4,5,2025-01,Food,4,False,-0.5543171112941184
2025-01-13,CINEMA CITY,38.73,Debit,Entertainment,Normal,2025,1,13,0,2025-01,Other,0,False,-0.500556322607143
2025-03-02,INTERNET CHARGES,45.13,Debit,Utilities,Normal,2025,3,2,6,2025-03,Utilities,1,False,-0.5687063962451526
2025-01-10,ELECTRIC BILL,99.32,Debit,Utilities,Normal,2025,1,10,4,2025-01,Utilities,0,False,-0.5419363544450069
2025-02-13,WATER BILL,156.25,Debit,Utilities,Normal,2025,2,13,3,2025-02,Utilities,0,False,-0.5031072782693586
2025-01-17,SHELL STATION #221,21.03,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,0,False,-0.44834532670051547
2025-03-28,Local Diner,25.17,Debit,Food,Normal,2025,3,28,4,2025-03,Food,4,False,-0.49882466964623007
2025-03-16,STEAM PURCHASE,72.64,Debit,Entertainment,Normal,2025,3,16,6,2025-03,Other,1,False,-0.48030466356373663
2025-03-05,Dominos Pizza,23.76,Debit,Food,Normal,2025,3,5,2,2025-03,Other,2,False,-0.43537843817737304
2025-03-22,YELLOW CAB CO,59.87,Debit,Transport,Normal,2025,3,22,5,2025-03,Transport,1,False,-0.5150805514016582
2025-03-22,Netflix.com,24.48,Debit,Entertainment,Normal,2025,3,22,5,2025-03,Entertainment,4,False,-0.5325559166131114
2025-02-11,AMAZON MKTP US*2R9,217.28,Debit,Shopping,Normal,2025,2,11,1,2025-02,Shopping,2,False,-0.5262505468690717
2025-03-19,WATER BILL,61.4,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,2,False,-0.5163458070694766
2025-03-11,Netflix.com,79.99,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Entertainment,4,False,-0.5378334801892732
2025-02-26,H&M STORE 42,47.93,Debit,Shopping,Normal,2025,2,26,2,2025-02,Shopping,2,False,-0.4549278746299178
2025-03-03,LYFT RIDE PGH,31.66,Debit,Transport,Normal,2025,3,3,0,2025-03,Transport,2,False,-0.5224737879402136
2025-03-08,CINEMA CITY,52.35,Debit,Entertainment,Normal,2025,3,8,5,2025-03,Other,1,False,-0.4464646447273291
2025-01-21,METRO TICKET,59.79,Debit,Transport,Normal,2025,1,21,1,2025-01,Other,0,False,-0.46036845840495777
2025-02-24,STEAM PURCHASE,51.71,Debit,Entertainment,Normal,2025,2,24,0,2025-02,Other,2,False,-0.4667460588488439
2025-03-03,CINEMA CITY,60.17,Debit,Entertainment,Normal,2025,3,3,0,2025-03,Other,2,False,-0.4770395013236033
2025-02-20,Dominos Pizza,21.0,Debit,Food,Normal,2025,2,20,3,2025-02,Other,0,False,-0.42921046773347177
2025-02-13,SPAR HYPERMARKET,74.84,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,0,False,-0.42850951542488885
2025-04-01,INTERNET CHARGES,50.93,Debit,Utilities,Normal,2025,4,1,1,2025-04,Utilities,2,True,-0.6546679764864859
2025-01-07,COSTCO WHOLESALE,70.32,Debit,Groceries,Normal,2025,1,7,1,2025-01,Other,0,False,-0.46241228201413725
2025-01-28,AMAZON MKTP US*2R9,153.21,Debit,Shopping,Normal,2025,1,28,1,2025-01,Shopping,0,False,-0.516095947487312
2025-01-09,LYFT RIDE PGH,22.3,Debit,Transport,Normal,2025,1,9,3,2025-01,Transport,0,False,-0.5157962698074321
2025-02-01,Netflix.com,58.2,Debit,Entertainment,Normal,2025,2,1,5,2025-02,Entertainment,4,False,-0.5475832053046633
2025-02-25,METRO TICKET,54.18,Debit,Transport,Normal,2025,2,25,1,2025-02,Other,2,False,-0.4298790307249041
2025-03-01,YELLOW CAB CO,47.88,Debit,Transport,Normal,2025,3,1,5,2025-03,Transport,1,False,-0.5091663138035507
2025-01-25,AMAZON MKTP US*2R9,238.27,Debit,Shopping,Normal,2025,1,25,5,2025-01,Shopping,0,False,-0.5743082588324311
2025-03-30,WATER BILL,66.82,Debit,Utilities,Normal,2025,3,30,6,2025-03,Utilities,1,False,-0.5666514555915751
2025-03-14,ELECTRIC BILL,51.75,Debit,Utilities,Normal,2025,3,14,4,2025-03,Utilities,1,False,-0.5380331035426744
2025-02-02,CINEMA CITY,76.66,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Other,1,False,-0.48703059814413036
2025-03-21,ELECTRIC BILL,125.26,Debit,Utilities,Normal,2025,3,21,4,2025-03,Utilities,1,False,-0.5383797901691755
2025-03-15,CINEMA CITY,54.88,Debit,Entertainment,Normal,2025,3,15,5,2025-03,Other,1,False,-0.447885657995226
2025-01-07,CINEMA CITY,51.23,Debit,Entertainment,Normal,2025,1,7,1,2025-01,Other,0,False,-0.45571800858556905
2025-01-29,UBER TRIP 284922 CA,42.32,Debit,Transport,Normal,2025,1,29,2,2025-01,Transport,0,False,-0.4961471784619936
2025-03-25,H&M STORE 42,49.66,Debit,Shopping,Normal,2025,3,25,1,2025-03,Shopping,2,False,-0.4747205472794502
2025-03-27,YELLOW CAB CO,20.41,Debit,Transport,Normal,2025,3,27,3,2025-03,Transport,2,False,-0.5031186825985797
2025-01-31,ZARA MALL 09,48.03,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,0,False,-0.47835138952352724
2025-03-18,Netflix.com,45.84,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Entertainment,4,False,-0.5046538421552933
2025-02-21,APPLE STORE #R1234,211.76,Debit,Shopping,Normal,2025,2,21,4,2025-02,Shopping,1,False,-0.5162254688205096
2025-02-12,Netflix.com,31.74,Debit,Entertainment,Normal,2025,2,12,2,2025-02,Entertainment,4,False,-0.49510718677654625
2025-03-24,KFC Outlet 22,35.59,Debit,Food,Normal,2025,3,24,0,2025-03,Other,2,False,-0.47567829272572654
2025-03-10,ELECTRIC BILL,110.36,Debit,Utilities,Normal,2025,3,10,0,2025-03,Utilities,2,False,-0.5690596804775194
2025-01-29,GAS COMPANY,103.07,Debit,Utilities,Normal,2025,1,29,2,2025-01,Other,0,False,-0.4731515360598591
2025-01-16,Dominos Pizza,10.36,Debit,Food,Normal,2025,1,16,3,2025-01,Other,0,False,-0.47882483924735136
2025-01-08,ELECTRIC BILL,68.62,Debit,Utilities,Normal,2025,1,8,2,2025-01,Utilities,0,False,-0.514448427616876
2025-03-26,GAS COMPANY,49.74,Debit,Utilities,Normal,2025,3,26,2,2025-03,Other,2,False,-0.42532885049480207
2025-02-27,PAYPAL *SPOTIFY,46.45,Debit,Entertainment,Normal,2025,2,27,3,2025-02,Entertainment,4,False,-0.508342107722377
2025-01-28,YELLOW CAB CO,13.31,Debit,Transport,Normal,2025,1,28,1,2025-01,Transport,0,False,-0.5246247346689659
2025-03-20,Dominos Pizza,22.75,Debit,Food,Normal,2025,3,20,3,2025-03,Other,2,False,-0.4340725379030132
2025-03-22,Local Diner,34.46,Debit,Food,Normal,2025,3,22,5,2025-03,Food,4,False,-0.5151318191167589
2025-02-26,AMAZON MKTP US*2R9,184.12,Debit,Shopping,Normal,2025,2,26,2,2025-02,Shopping,2,False,-0.480535996668383
2025-04-01,SPAR HYPERMARKET,73.26,Debit,Groceries,Normal,2025,4,1,1,2025-04,Other,2,True,-0.6113763562010777
2025-03-31,STEAM PURCHASE,50.29,Debit,Entertainment,Normal,2025,3,31,0,2025-03,Other,2,False,-0.47395948120001574
2025-02-08,YELLOW CAB CO,44.65,Debit,Transport,Normal,2025,2,8,5,2025-02,Transport,1,False,-0.49110971045072993
2025-02-05,METRO TICKET,20.99,Debit,Transport,Normal,2025,2,5,2,2025-02,Other,2,False,-0.4377338394172465
2025-02-02,UBER TRIP 284922 CA,44.86,Debit,Transport,Normal,2025,2,2,6,2025-02,Transport,1,False,-0.5267751847967398
2025-01-18,YELLOW CAB CO,23.05,Debit,Transport,Normal,2025,1,18,5,2025-01,Transport,0,False,-0.5258637850651806
2025-03-06,SPAR HYPERMARKET,145.78,Debit,Groceries,Normal,2025,3,6,3,2025-03,Other,2,False,-0.4634495683877063
2025-01-01,KFC Outlet 22,31.15,Debit,Food,Normal,2025,1,1,2,2025-01,Other,0,False,-0.4531193855999409
2025-03-11,WM SUPERCENTER #382,102.18,Debit,Groceries,Normal,2025,3,11,1,2025-03,Other,2,False,-0.46072989276043913
2025-02-10,YELLOW CAB CO,46.18,Debit,Transport,Normal,2025,2,10,0,2025-02,Transport,2,False,-0.5079930628518301
2025-01-04,LOCAL GROCERY MART,139.41,Debit,Groceries,Normal,2025,1,4,5,2025-01,Other,0,False,-0.5083422370711259
2025-03-27,H&M STORE 42,186.56,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,2,False,-0.49960610418346263
2025-02-08,Netflix.com,11.31,Debit,Entertainment,Normal,2025,2,8,5,2025-02,Entertainment,4,False,-0.5492944328516084
2025-03-02,APPLE STORE #R1234,125.11,Debit,Shopping,Normal,2025,3,2,6,2025-03,Shopping,1,False,-0.5244148483839011
2025-01-15,PAYPAL *SPOTIFY,9.36,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Entertainment,4,False,-0.5601453639214135
2025-03-11,SHELL STATION #221,55.76,Debit,Transport,Normal,2025,3,11,1,2025-03,Other,2,False,-0.4430906926834662
2025-01-03,ZARA MALL 09,201.36,Debit,Shopping,Normal,2025,1,3,4,2025-01,Shopping,0,False,-0.518991258715558
2025-01-31,LOCAL GROCERY MART,37.42,Debit,Groceries,Normal,2025,1,31,4,2025-01,Other,0,False,-0.438074437769462
2025-01-07,Dominos Pizza,15.22,Debit,Food,Normal,2025,1,7,1,2025-01,Other,0,False,-0.47885270484173914
2025-03-11,INTERNET CHARGES,164.79,Debit,Utilities,Normal,2025,3,11,1,2025-03,Utilities,2,False,-0.5484558034056508
2025-01-17,METRO TICKET,35.69,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,0,False,-0.4412480266541422
2025-02-18,GAS COMPANY,40.83,Debit,Utilities,Normal,2025,2,18,1,2025-02,Other,2,False,-0.4308484965865736
2025-02-02,PAYPAL *SPOTIFY,9.01,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Entertainment,4,True,-0.5755034277447832
2025-02-22,SHELL STATION #221,48.3,Debit,Transport,Normal,2025,2,22,5,2025-02,Other,1,False,-0.440453570649898
2025-02-08,H&M STORE 42,216.29,Debit,Shopping,Normal,2025,2,8,5,2025-02,Shopping,1,False,-0.5279561470403465
2025-02-02,McDonalds #8492,34.22,Debit,Food,Normal,2025,2,2,6,2025-02,Food,4,False,-0.5385790138634454
2025-03-31,ZARA MALL 09,231.95,Debit,Shopping,Normal,2025,3,31,0,2025-03,Shopping,2,True,-0.5806878972159581
2025-03-29,WM SUPERCENTER #382,86.28,Debit,Groceries,Normal,2025,3,29,5,2025-03,Other,1,False,-0.4687016135784111
2025-01-11,CINEMA CITY,48.24,Debit,Entertainment,Normal,2025,1,11,5,2025-01,Other,0,False,-0.4646648250286441
2025-01-22,Netflix.com,28.43,Debit,Entertainment,Normal,2025,1,22,2,2025-01,Entertainment,4,False,-0.5384297827547461
2025-03-05,LOCAL GROCERY MART,87.17,Debit,Groceries,Normal,2025,3,5,2,2025-03,Other,2,False,-0.4448423734871354
2025-03-21,COSTCO WHOLESALE,140.72,Debit,Groceries,Normal,2025,3,21,4,2025-03,Other,1,False,-0.4862859047662002
2025-02-23,KFC Outlet 22,16.58,Debit,Food,Normal,2025,2,23,6,2025-02,Other,1,False,-0.4878319881920606
2025-03-12,AMAZON MKTP US*2R9,147.02,Debit,Shopping,Normal,2025,3,12,2,2025-03,Shopping,2,False,-0.4944683313606533
2025-02-27,PAYPAL *SPOTIFY,79.74,Debit,Entertainment,Normal,2025,2,27,3,2025-02,Entertainment,4,False,-0.529164631533514
2025-01-21,LYFT RIDE PGH,53.83,Debit,Transport,Normal,2025,1,21,1,2025-01,Transport,0,False,-0.5056737738533698
2025-01-03,LOCAL GROCERY MART,46.48,Debit,Groceries,Normal,2025,1,3,4,2025-01,Other,0,False,-0.43986453662708663
2025-01-08,KFC Outlet 22,34.66,Debit,Food,Normal,2025,1,8,2,2025-01,Other,0,False,-0.45323454685509285
2025-02-20,CINEMA CITY,8.58,Debit,Entertainment,Normal,2025,2,20,3,2025-02,Other,0,False,-0.44718254897643317
2025-02-16,ELECTRIC BILL,150.7,Debit,Utilities,Normal,2025,2,16,6,2025-02,Utilities,1,False,-0.5667821006146491
2025-03-16,STEAM PURCHASE,14.55,Debit,Entertainment,Normal,2025,3,16,6,2025-03,Other,1,False,-0.48976208807827765
2025-03-28,COSTCO WHOLESALE,88.9,Debit,Groceries,Normal,2025,3,28,4,2025-03,Other,1,False,-0.4573984901997071
2025-02-05,Netflix.com,45.2,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Entertainment,4,False,-0.49035401313681887
2025-03-03,AMAZON MKTP US*2R9,209.09,Debit,Shopping,Normal,2025,3,3,0,2025-03,Shopping,2,False,-0.5720281552783413
2025-01-06,INTERNET CHARGES,104.13,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,0,False,-0.5644069768325102
2025-02-13,LOCAL GROCERY MART,127.57,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,0,False,-0.44077217976515043
2025-03-21,CINEMA CITY,68.66,Debit,Entertainment,Normal,2025,3,21,4,2025-03,Other,1,False,-0.44211523211325005
2025-01-10,H&M STORE 42,135.98,Debit,Shopping,Normal,2025,1,10,4,2025-01,Shopping,0,False,-0.48746362677516364
2025-03-30,Netflix.com,50.98,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,4,False,-0.5408403519259213
2025-01-14,ELECTRIC BILL,79.91,Debit,Utilities,Normal,2025,1,14,1,2025-01,Utilities,0,False,-0.5231263724003021
2025-02-01,Netflix.com,49.23,Debit,Entertainment,Normal,2025,2,1,5,2025-02,Entertainment,4,False,-0.5383083030137096
2025-03-26,PAYPAL *SPOTIFY,32.0,Debit,Entertainment,Normal,2025,3,26,2,2025-03,Entertainment,4,False,-0.5066429828054239
2025-03-28,YELLOW CAB CO,19.68,Debit,Transport,Normal,2025,3,28,4,2025-03,Transport,1,False,-0.5113322312673544
2025-02-24,AMAZON MKTP US*2R9,161.41,Debit,Shopping,Normal,2025,2,24,0,2025-02,Shopping,2,False,-0.5064899911189452
2025-02-27,YELLOW CAB CO,56.38,Debit,Transport,Normal,2025,2,27,3,2025-02,Transport,0,False,-0.4730258300753768
2025-02-11,LOCAL GROCERY MART,28.23,Debit,Groceries,Normal,2025,2,11,1,2025-02,Other,2,False,-0.4341128382251064
2025-01-14,APPLE STORE #R1234,136.7,Debit,Shopping,Normal,2025,1,14,1,2025-01,Shopping,0,False,-0.510944990578484
2025-03-15,SHELL STATION #221,32.58,Debit,Transport,Normal,2025,3,15,5,2025-03,Other,1,False,-0.4460468336736588
2025-03-18,APPLE STORE #R1234,231.87,Debit,Shopping,Normal,2025,3,18,1,2025-03,Shopping,2,False,-0.5602752735253121
2025-03-05,SPAR HYPERMARKET,55.5,Debit,Groceries,Normal,2025,3,5,2,2025-03,Other,2,False,-0.4275852944459808
2025-02-14,COSTCO WHOLESALE,61.31,Debit,Groceries,Normal,2025,2,14,4,2025-02,Other,1,False,-0.4362720771825333
2025-03-29,Netflix.com,54.51,Debit,Entertainment,Normal,2025,3,29,5,2025-03,Entertainment,4,False,-0.5362129496551206
2025-03-17,SHELL STATION #221,16.02,Debit,Transport,Normal,2025,3,17,0,2025-03,Other,2,False,-0.48898330840973564
2025-02-02,STEAM PURCHASE,23.41,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Other,1,False,-0.47957127351140466
2025-01-24,TARGET T-2812,98.6,Debit,Shopping,Normal,2025,1,24,4,2025-01,Shopping,0,False,-0.4879530292619821
2025-02-20,Local Diner,32.82,Debit,Food,Normal,2025,2,20,3,2025-02,Food,4,False,-0.48164006998079967
2025-02-26,UBER TRIP 284922 CA,29.36,Debit,Transport,Normal,2025,2,26,2,2025-02,Transport,2,False,-0.4726059759406335
2025-03-01,H&M STORE 42,28.65,Debit,Shopping,Normal,2025,3,1,5,2025-03,Shopping,1,False,-0.49176338496677013
2025-01-26,WATER BILL,63.04,Debit,Utilities,Normal,2025,1,26,6,2025-01,Utilities,0,False,-0.5704512208770842
2025-02-03,Dominos Pizza,9.33,Debit,Food,Normal,2025,2,3,0,2025-02,Other,2,False,-0.4887552807087268
2025-02-07,Local Diner,18.12,Debit,Food,Normal,2025,2,7,4,2025-02,Food,4,False,-0.49079700129665144
2025-02-08,APPLE STORE #R1234,186.26,Debit,Shopping,Normal,2025,2,8,5,2025-02,Shopping,1,False,-0.5014383654818747
2025-01-13,KFC Outlet 22,16.56,Debit,Food,Normal,2025,1,13,0,2025-01,Other,0,False,-0.5191490324931624
2025-03-08,Dominos Pizza,29.04,Debit,Food,Normal,2025,3,8,5,2025-03,Other,1,False,-0.44814819565580666
2025-03-01,SHELL STATION #221,39.74,Debit,Transport,Normal,2025,3,1,5,2025-03,Other,1,False,-0.4443590365130051
2025-03-19,GAS COMPANY,55.57,Debit,Utilities,Normal,2025,3,19,2,2025-03,Other,2,False,-0.4275852944459808
