date,description,amount,transaction_type,year,month,day,day_of_week,year_month,base_category,cluster_id,is_anomaly,anomaly_score
2025-03-17,LYFT RIDE PGH,8.37,Debit,2025,3,17,0,2025-03,Transport,4,False,-0.5295758609682143
2025-02-28,ZARA MALL 09,173.37,Debit,2025,2,28,4,2025-02,Shopping,3,False,-0.46615680938330784
2025-01-02,SHELL STATION #221,36.03,Debit,2025,1,2,3,2025-01,Other,3,False,-0.42227560986760754
2025-02-17,LOCAL GROCERY MART,125.14,Debit,2025,2,17,0,2025-02,Other,4,False,-0.4686488469483629
2025-01-16,SPAR HYPERMARKET,111.08,Debit,2025,1,16,3,2025-01,Other,3,False,-0.44241497953477815
2025-03-28,Starbucks Store 0032,14.52,Debit,2025,3,28,4,2025-03,Food,1,False,-0.4902617587740325
2025-02-23,GAS COMPANY,118.95,Debit,2025,2,23,6,2025-02,Other,3,False,-0.4698882700342625
2025-01-18,ELECTRIC BILL,78.67,Debit,2025,1,18,5,2025-01,Utilities,3,False,-0.523665175214839
2025-03-10,McDonalds #8492,9.49,Debit,2025,3,10,0,2025-03,Food,1,False,-0.5284406031161469
2025-02-10,Starbucks Store 0032,34.37,Debit,2025,2,10,0,2025-02,Food,1,False,-0.4990209136623844
2025-01-05,INTERNET CHARGES,162.69,Debit,2025,1,5,6,2025-01,Utilities,3,False,-0.5627636114585067
2025-01-10,YELLOW CAB CO,51.91,Debit,2025,1,10,4,2025-01,Transport,3,False,-0.48728862419964586
2025-02-02,METRO TICKET,58.3,Debit,2025,2,2,6,2025-02,Other,3,False,-0.44574096230068544
2025-03-28,GAS COMPANY,165.41,Debit,2025,3,28,4,2025-03,Other,3,False,-0.4719713370452661
2025-02-14,WATER BILL,162.91,Debit,2025,2,14,4,2025-02,Utilities,3,False,-0.5099373481352606
2025-04-02,METRO TICKET,55.08,Debit,2025,4,2,2,2025-04,Other,4,False,-0.4629349392541479
2025-02-18,ZARA MALL 09,68.68,Debit,2025,2,18,1,2025-02,Shopping,4,False,-0.4493847759713279
2025-01-19,UBER TRIP 284922 CA,10.4,Debit,2025,1,19,6,2025-01,Transport,3,False,-0.5420610684881004
2025-01-28,GAS COMPANY,98.78,Debit,2025,1,28,1,2025-01,Other,4,False,-0.453329112512261
2025-03-27,PAYPAL *SPOTIFY,34.22,Debit,2025,3,27,3,2025-03,Entertainment,1,False,-0.4872464121379214
2025-02-25,Local Diner,27.25,Debit,2025,2,25,1,2025-02,Food,1,False,-0.46574746537110306
2025-02-13,Netflix.com,25.9,Debit,2025,2,13,3,2025-02,Entertainment,1,False,-0.4915131922537801
2025-03-09,INTERNET CHARGES,103.52,Debit,2025,3,9,6,2025-03,Utilities,3,False,-0.5125354675300969
2025-02-26,WM SUPERCENTER #382,99.75,Debit,2025,2,26,2,2025-02,Other,4,False,-0.41649819175948605
2025-01-27,ZARA MALL 09,181.42,Debit,2025,1,27,0,2025-01,Shopping,4,False,-0.5443571221199317
2025-03-20,SPAR HYPERMARKET,142.38,Debit,2025,3,20,3,2025-03,Other,3,False,-0.4357630945145979
2025-01-17,Dominos Pizza,38.79,Debit,2025,1,17,4,2025-01,Other,3,False,-0.4171538264987209
2025-01-17,SHELL STATION #221,18.67,Debit,2025,1,17,4,2025-01,Other,3,False,-0.42470574076437156
2025-02-17,APPLE STORE #R1234,70.8,Debit,2025,2,17,0,2025-02,Shopping,4,False,-0.4921369460187668
2025-03-12,CINEMA CITY,33.33,Debit,2025,3,12,2,2025-03,Other,4,False,-0.400735130619318
2025-03-20,H&M STORE 42,83.15,Debit,2025,3,20,3,2025-03,Shopping,3,False,-0.43554665040648444
2025-01-07,STEAM PURCHASE,20.28,Debit,2025,1,7,1,2025-01,Other,4,False,-0.4451218209162902
2025-01-31,KFC Outlet 22,25.02,Debit,2025,1,31,4,2025-01,Other,3,False,-0.42139718308646723
2025-02-15,McDonalds #8492,28.87,Debit,2025,2,15,5,2025-02,Food,1,False,-0.48282216244900344
2025-02-13,WM SUPERCENTER #382,86.79,Debit,2025,2,13,3,2025-02,Other,3,False,-0.40857673666131405
2025-03-01,STEAM PURCHASE,53.48,Debit,2025,3,1,5,2025-03,Other,3,False,-0.41179422875358457
2025-03-02,Netflix.com,14.57,Debit,2025,3,2,6,2025-03,Entertainment,1,False,-0.5398301200575796
2025-03-02,UBER TRIP 284922 CA,14.59,Debit,2025,3,2,6,2025-03,Transport,3,False,-0.5020972774645601
2025-03-25,STEAM PURCHASE,23.87,Debit,2025,3,25,1,2025-03,Other,4,False,-0.4192619721596187
2025-03-30,PAYPAL *SPOTIFY,59.33,Debit,2025,3,30,6,2025-03,Entertainment,1,False,-0.5235216175983529
2025-01-18,Starbucks Store 0032,38.12,Debit,2025,1,18,5,2025-01,Food,1,False,-0.5175735911643049
2025-03-28,GAS COMPANY,79.78,Debit,2025,3,28,4,2025-03,Other,3,False,-0.4196421448791646
2025-03-25,WATER BILL,85.01,Debit,2025,3,25,1,2025-03,Utilities,4,False,-0.509707410358488
2025-03-23,LOCAL GROCERY MART,45.33,Debit,2025,3,23,6,2025-03,Other,3,False,-0.4366289989577849
2025-02-13,Starbucks Store 0032,25.59,Debit,2025,2,13,3,2025-02,Food,1,False,-0.45632671193443947
2025-01-15,ELECTRIC BILL,156.03,Debit,2025,1,15,2,2025-01,Utilities,4,False,-0.5123326070605335
2025-03-11,CINEMA CITY,54.22,Debit,2025,3,11,1,2025-03,Other,4,False,-0.40984947164663504
2025-01-04,Starbucks Store 0032,12.65,Debit,2025,1,4,5,2025-01,Food,1,False,-0.527834470002363
2025-01-13,CINEMA CITY,38.73,Debit,2025,1,13,0,2025-01,Other,4,False,-0.4795434331796579
2025-03-02,INTERNET CHARGES,45.13,Debit,2025,3,2,6,2025-03,Utilities,3,False,-0.5116099847411749
2025-01-10,ELECTRIC BILL,99.32,Debit,2025,1,10,4,2025-01,Utilities,3,False,-0.5150576091529304
2025-02-13,WATER BILL,156.25,Debit,2025,2,13,3,2025-02,Utilities,3,False,-0.4952845177481713
2025-01-17,SHELL STATION #221,21.03,Debit,2025,1,17,4,2025-01,Other,3,False,-0.42222135797604216
2025-03-28,Local Diner,25.17,Debit,2025,3,28,4,2025-03,Food,1,False,-0.48497969738789665
2025-03-16,STEAM PURCHASE,72.64,Debit,2025,3,16,6,2025-03,Other,3,False,-0.44777238025337834
2025-03-05,Dominos Pizza,23.76,Debit,2025,3,5,2,2025-03,Other,4,False,-0.4056270647762677
2025-03-22,YELLOW CAB CO,59.87,Debit,2025,3,22,5,2025-03,Transport,3,False,-0.4715766303089895
2025-03-22,Netflix.com,24.48,Debit,2025,3,22,5,2025-03,Entertainment,1,False,-0.519196814497864
2025-02-11,AMAZON MKTP US*2R9,217.28,Debit,2025,2,11,1,2025-02,Shopping,4,False,-0.5066380889912212
2025-03-19,WATER BILL,61.4,Debit,2025,3,19,2,2025-03,Utilities,4,False,-0.4945348023198568
2025-03-11,Netflix.com,79.99,Debit,2025,3,11,1,2025-03,Entertainment,1,False,-0.5116546399580153
2025-02-26,H&M STORE 42,47.93,Debit,2025,2,26,2,2025-02,Shopping,4,False,-0.42986452067182684
2025-03-03,LYFT RIDE PGH,31.66,Debit,2025,3,3,0,2025-03,Transport,4,False,-0.49851897199715944
2025-03-08,CINEMA CITY,52.35,Debit,2025,3,8,5,2025-03,Other,3,False,-0.41167421828652095
2025-01-21,METRO TICKET,59.79,Debit,2025,1,21,1,2025-01,Other,4,False,-0.44108046693229636
2025-02-24,STEAM PURCHASE,51.71,Debit,2025,2,24,0,2025-02,Other,4,False,-0.45870752173486057
2025-03-03,CINEMA CITY,60.17,Debit,2025,3,3,0,2025-03,Other,4,False,-0.4605532501158821
2025-02-20,Dominos Pizza,21.0,Debit,2025,2,20,3,2025-02,Other,3,False,-0.40614509321496367
2025-02-13,SPAR HYPERMARKET,74.84,Debit,2025,2,13,3,2025-02,Other,3,False,-0.40843558613575154
2025-04-01,INTERNET CHARGES,50.93,Debit,2025,4,1,1,2025-04,Utilities,4,False,-0.5486406677590148
2025-01-07,COSTCO WHOLESALE,70.32,Debit,2025,1,7,1,2025-01,Other,4,False,-0.4448321205595623
2025-01-28,AMAZON MKTP US*2R9,153.21,Debit,2025,1,28,1,2025-01,Shopping,4,False,-0.49974251830534794
2025-09-01,LYFT RIDE PGH,22.3,Debit,2025,9,1,0,2025-09,Transport,0,True,-0.6231967557269108
2025-02-01,Netflix.com,58.2,Debit,2025,2,1,5,2025-02,Entertainment,1,False,-0.5231150585925327
2025-02-25,METRO TICKET,54.18,Debit,2025,2,25,1,2025-02,Other,4,False,-0.4122173980836971
2025-03-01,YELLOW CAB CO,47.88,Debit,2025,3,1,5,2025-03,Transport,3,False,-0.4667172705938241
2025-01-25,AMAZON MKTP US*2R9,238.27,Debit,2025,1,25,5,2025-01,Shopping,3,False,-0.5322339328690054
2025-03-30,WATER BILL,66.82,Debit,2025,3,30,6,2025-03,Utilities,3,False,-0.5108007126808085
2025-03-14,ELECTRIC BILL,51.75,Debit,2025,3,14,4,2025-03,Utilities,3,False,-0.4922479647985777
2025-02-02,CINEMA CITY,76.66,Debit,2025,2,2,6,2025-02,Other,3,False,-0.4587757952067527
2025-03-21,ELECTRIC BILL,125.26,Debit,2025,3,21,4,2025-03,Utilities,3,False,-0.5041143804248195
2025-03-15,CINEMA CITY,54.88,Debit,2025,3,15,5,2025-03,Other,3,False,-0.4124096994036533
2025-01-07,CINEMA CITY,51.23,Debit,2025,1,7,1,2025-01,Other,4,False,-0.43479751840536457
2025-01-29,UBER TRIP 284922 CA,42.32,Debit,2025,1,29,2,2025-01,Transport,4,False,-0.4774219052508668
2025-03-25,H&M STORE 42,49.66,Debit,2025,3,25,1,2025-03,Shopping,4,False,-0.44614886596152376
2025-03-27,YELLOW CAB CO,20.41,Debit,2025,3,27,3,2025-03,Transport,3,False,-0.4750248268346717
2025-01-31,ZARA MALL 09,48.03,Debit,2025,1,31,4,2025-01,Shopping,3,False,-0.4631443056290868
2025-03-18,Netflix.com,45.84,Debit,2025,3,18,1,2025-03,Entertainment,1,False,-0.47170232474944573
2025-02-21,APPLE STORE #R1234,211.76,Debit,2025,2,21,4,2025-02,Shopping,3,False,-0.4809310457353913
2025-12-02,Netflix.com,31.74,Debit,2025,12,2,1,2025-12,Entertainment,0,True,-0.6830437608479062
2025-03-24,KFC Outlet 22,35.59,Debit,2025,3,24,0,2025-03,Other,4,False,-0.44971559539769046
2025-03-10,ELECTRIC BILL,110.36,Debit,2025,3,10,0,2025-03,Utilities,4,False,-0.5379559740990585
2025-01-29,GAS COMPANY,103.07,Debit,2025,1,29,2,2025-01,Other,4,False,-0.4464950207139377
2025-01-16,Dominos Pizza,10.36,Debit,2025,1,16,3,2025-01,Other,3,False,-0.44971367222445563
2025-01-08,ELECTRIC BILL,68.62,Debit,2025,1,8,2,2025-01,Utilities,4,False,-0.5014948148948427
2025-03-26,GAS COMPANY,49.74,Debit,2025,3,26,2,2025-03,Other,4,False,-0.3992935890824407
2025-02-27,PAYPAL *SPOTIFY,46.45,Debit,2025,2,27,3,2025-02,Entertainment,1,False,-0.4786936928071531
2025-01-28,YELLOW CAB CO,13.31,Debit,2025,1,28,1,2025-01,Transport,4,False,-0.5115092747628789
2025-03-20,Dominos Pizza,22.75,Debit,2025,3,20,3,2025-03,Other,3,False,-0.4075040845891287
2025-03-22,Local Diner,34.46,Debit,2025,3,22,5,2025-03,Food,1,False,-0.4885678999945493
2025-02-26,AMAZON MKTP US*2R9,184.12,Debit,2025,2,26,2,2025-02,Shopping,4,False,-0.46207880999105383
2025-01-04,SPAR HYPERMARKET,73.26,Debit,2025,1,4,5,2025-01,Other,3,False,-0.44900506424047365
2025-03-31,STEAM PURCHASE,50.29,Debit,2025,3,31,0,2025-03,Other,4,False,-0.4513313649764676
2025-02-08,YELLOW CAB CO,44.65,Debit,2025,2,8,5,2025-02,Transport,3,False,-0.46505366979290097
2025-02-05,METRO TICKET,20.99,Debit,2025,2,5,2,2025-02,Other,4,False,-0.41013814552505207
2025-02-02,UBER TRIP 284922 CA,44.86,Debit,2025,2,2,6,2025-02,Transport,3,False,-0.4898305182503822
2025-01-18,YELLOW CAB CO,23.05,Debit,2025,1,18,5,2025-01,Transport,3,False,-0.5000566349659518
2025-03-06,SPAR HYPERMARKET,145.78,Debit,2025,3,6,3,2025-03,Other,3,False,-0.4408458416335844
2025-01-01,KFC Outlet 22,31.15,Debit,2025,1,1,2,2025-01,Other,4,False,-0.43421680887868275
2025-03-11,WM SUPERCENTER #382,102.18,Debit,2025,3,11,1,2025-03,Other,4,False,-0.43386720687563896
2025-02-10,YELLOW CAB CO,46.18,Debit,2025,2,10,0,2025-02,Transport,4,False,-0.5035401302231438
2025-01-04,LOCAL GROCERY MART,139.41,Debit,2025,1,4,5,2025-01,Other,3,False,-0.47988526251646146
2025-03-27,H&M STORE 42,186.56,Debit,2025,3,27,3,2025-03,Shopping,3,False,-0.46210537479909697
2025-08-02,Netflix.com,11.31,Debit,2025,8,2,5,2025-08,Entertainment,0,True,-0.6477948753199091
2025-03-02,APPLE STORE #R1234,125.11,Debit,2025,3,2,6,2025-03,Shopping,3,False,-0.484676780495135
2025-01-15,PAYPAL *SPOTIFY,9.36,Debit,2025,1,15,2,2025-01,Entertainment,1,False,-0.5348150422447142
2025-03-11,SHELL STATION #221,55.76,Debit,2025,3,11,1,2025-03,Other,4,False,-0.4130547917123599
2025-01-03,ZARA MALL 09,201.36,Debit,2025,1,3,4,2025-01,Shopping,3,False,-0.49152866788249594
2025-01-31,LOCAL GROCERY MART,37.42,Debit,2025,1,31,4,2025-01,Other,3,False,-0.4180014081117706
2025-01-07,Dominos Pizza,15.22,Debit,2025,1,7,1,2025-01,Other,4,False,-0.4534499759893732
2025-03-11,INTERNET CHARGES,164.79,Debit,2025,3,11,1,2025-03,Utilities,4,False,-0.535355319893179
2025-01-17,METRO TICKET,35.69,Debit,2025,1,17,4,2025-01,Other,3,False,-0.4181815804879805
2025-02-18,GAS COMPANY,40.83,Debit,2025,2,18,1,2025-02,Other,4,False,-0.4094821752297753
2025-02-02,PAYPAL *SPOTIFY,9.01,Debit,2025,2,2,6,2025-02,Entertainment,1,False,-0.5517774716470163
2025-02-22,SHELL STATION #221,48.3,Debit,2025,2,22,5,2025-02,Other,3,False,-0.4173243367734566
2025-02-08,H&M STORE 42,216.29,Debit,2025,2,8,5,2025-02,Shopping,3,False,-0.49811166345772284
2025-02-02,McDonalds #8492,34.22,Debit,2025,2,2,6,2025-02,Food,1,False,-0.5006555972386078
2025-03-31,ZARA MALL 09,231.95,Debit,2025,3,31,0,2025-03,Shopping,4,False,-0.5594592545571756
2025-03-29,WM SUPERCENTER #382,86.28,Debit,2025,3,29,5,2025-03,Other,3,False,-0.43490036138753996
2025-01-11,CINEMA CITY,48.24,Debit,2025,1,11,5,2025-01,Other,3,False,-0.43932776893192554
2025-01-22,Netflix.com,28.43,Debit,2025,1,22,2,2025-01,Entertainment,1,False,-0.5110108456609921
2025-03-05,LOCAL GROCERY MART,87.17,Debit,2025,3,5,2,2025-03,Other,4,False,-0.41626308612422214
2025-03-21,COSTCO WHOLESALE,140.72,Debit,2025,3,21,4,2025-03,Other,3,False,-0.45119250779351144
2025-02-23,KFC Outlet 22,16.58,Debit,2025,2,23,6,2025-02,Other,3,False,-0.45323172410596624
2025-03-12,AMAZON MKTP US*2R9,147.02,Debit,2025,3,12,2,2025-03,Shopping,4,False,-0.45807392222214005
2025-02-27,PAYPAL *SPOTIFY,79.74,Debit,2025,2,27,3,2025-02,Entertainment,1,False,-0.5057924305379569
2025-01-21,LYFT RIDE PGH,53.83,Debit,2025,1,21,1,2025-01,Transport,4,False,-0.48991452565376864
2025-01-03,LOCAL GROCERY MART,46.48,Debit,2025,1,3,4,2025-01,Other,3,False,-0.4223770711454075
2025-08-01,KFC Outlet 22,34.66,Debit,2025,8,1,4,2025-08,Other,0,False,-0.5744670054974098
2025-02-20,CINEMA CITY,8.58,Debit,2025,2,20,3,2025-02,Other,3,False,-0.42193203808036706
2025-02-16,ELECTRIC BILL,150.7,Debit,2025,2,16,6,2025-02,Utilities,3,False,-0.546892700184996
2025-03-16,STEAM PURCHASE,14.55,Debit,2025,3,16,6,2025-03,Other,3,False,-0.45396862808256355
2025-03-28,COSTCO WHOLESALE,88.9,Debit,2025,3,28,4,2025-03,Other,3,False,-0.42728018590564126
2025-05-02,Netflix.com,45.2,Debit,2025,5,2,4,2025-05,Entertainment,1,True,-0.6027317990274664
2025-03-03,AMAZON MKTP US*2R9,209.09,Debit,2025,3,3,0,2025-03,Shopping,4,False,-0.53903761804317
2025-01-06,INTERNET CHARGES,104.13,Debit,2025,1,6,0,2025-01,Utilities,4,False,-0.540366385603194
2025-02-13,LOCAL GROCERY MART,127.57,Debit,2025,2,13,3,2025-02,Other,3,False,-0.4185479966763997
2025-03-21,CINEMA CITY,68.66,Debit,2025,3,21,4,2025-03,Other,3,False,-0.4183106715980749
2025-01-10,H&M STORE 42,135.98,Debit,2025,1,10,4,2025-01,Shopping,3,False,-0.465598980426266
2025-03-30,Netflix.com,50.98,Debit,2025,3,30,6,2025-03,Entertainment,1,False,-0.5183738366157651
2025-01-14,ELECTRIC BILL,79.91,Debit,2025,1,14,1,2025-01,Utilities,4,False,-0.5156438409953523
2025-01-02,Netflix.com,49.23,Debit,2025,1,2,3,2025-01,Entertainment,1,False,-0.518539580431738
2025-03-26,PAYPAL *SPOTIFY,32.0,Debit,2025,3,26,2,2025-03,Entertainment,1,False,-0.4788643643874213
2025-03-28,YELLOW CAB CO,19.68,Debit,2025,3,28,4,2025-03,Transport,3,False,-0.4782828330888355
2025-02-24,AMAZON MKTP US*2R9,161.41,Debit,2025,2,24,0,2025-02,Shopping,4,False,-0.4940740788029999
2025-02-27,YELLOW CAB CO,56.38,Debit,2025,2,27,3,2025-02,Transport,3,False,-0.4504072728215882
2025-02-11,LOCAL GROCERY MART,28.23,Debit,2025,2,11,1,2025-02,Other,4,False,-0.41782144349460903
2025-01-14,APPLE STORE #R1234,136.7,Debit,2025,1,14,1,2025-01,Shopping,4,False,-0.4887423906645577
2025-03-15,SHELL STATION #221,32.58,Debit,2025,3,15,5,2025-03,Other,3,False,-0.41720400425301657
2025-03-18,APPLE STORE #R1234,231.87,Debit,2025,3,18,1,2025-03,Shopping,4,False,-0.5256683930623806
2025-05-03,SPAR HYPERMARKET,55.5,Debit,2025,5,3,5,2025-05,Other,3,False,-0.5206306214553919
2025-02-14,COSTCO WHOLESALE,61.31,Debit,2025,2,14,4,2025-02,Other,3,False,-0.4145758922862531
2025-03-29,Netflix.com,54.51,Debit,2025,3,29,5,2025-03,Entertainment,1,False,-0.506160206658073
2025-03-17,SHELL STATION #221,16.02,Debit,2025,3,17,0,2025-03,Other,4,False,-0.4588277120440494
2025-02-02,STEAM PURCHASE,23.41,Debit,2025,2,2,6,2025-02,Other,3,False,-0.45114359137557913
2025-01-24,TARGET T-2812,98.6,Debit,2025,1,24,4,2025-01,Shopping,3,False,-0.4643672552220299
2025-02-20,Local Diner,32.82,Debit,2025,2,20,3,2025-02,Food,1,False,-0.4570350745898641
2025-02-26,UBER TRIP 284922 CA,29.36,Debit,2025,2,26,2,2025-02,Transport,4,False,-0.4614172125149437
2025-03-01,H&M STORE 42,28.65,Debit,2025,3,1,5,2025-03,Shopping,3,False,-0.4536445479110152
2025-01-26,WATER BILL,63.04,Debit,2025,1,26,6,2025-01,Utilities,3,False,-0.5467898435951236
2025-02-03,Dominos Pizza,9.33,Debit,2025,2,3,0,2025-02,Other,4,False,-0.4732683877489034
2025-02-07,Local Diner,18.12,Debit,2025,2,7,4,2025-02,Food,1,False,-0.476390761921464
2025-02-08,APPLE STORE #R1234,186.26,Debit,2025,2,8,5,2025-02,Shopping,3,False,-0.48431681431033063
2025-01-13,KFC Outlet 22,16.56,Debit,2025,1,13,0,2025-01,Other,4,False,-0.49601048151862004
2025-03-08,Dominos Pizza,29.04,Debit,2025,3,8,5,2025-03,Other,3,False,-0.4187482012058941
2025-03-01,SHELL STATION #221,39.74,Debit,2025,3,1,5,2025-03,Other,3,False,-0.4169151736011793
2025-03-19,GAS COMPANY,55.57,Debit,2025,3,19,2,2025-03,Other,4,False,-0.3981441720477261
2025-03-20,SPAR HYPERMARKET,56.03,Debit,2025,3,20,3,2025-03,Other,3,False,-0.40052070711495324
2025-01-10,KFC Outlet 22,17.72,Debit,2025,1,10,4,2025-01,Other,3,False,-0.4250275877736791
2025-01-02,KFC Outlet 22,25.61,Debit,2025,1,2,3,2025-01,Other,3,False,-0.4238854103367817
2025-02-12,LYFT RIDE PGH,49.01,Debit,2025,2,12,2,2025-02,Transport,4,False,-0.4547405454516821
2025-01-17,WM SUPERCENTER #382,138.37,Debit,2025,1,17,4,2025-01,Other,3,False,-0.4569986952658786
2025-03-01,COSTCO WHOLESALE,67.52,Debit,2025,3,1,5,2025-03,Other,3,False,-0.4294055536461677
2025-07-03,WM SUPERCENTER #382,107.21,Debit,2025,7,3,3,2025-07,Other,0,False,-0.5678612541471596
2025-01-05,ZARA MALL 09,69.97,Debit,2025,1,5,6,2025-01,Shopping,3,False,-0.5034738014005247
2025-03-15,METRO TICKET,17.74,Debit,2025,3,15,5,2025-03,Other,3,False,-0.4215446566693866
2025-01-15,PAYPAL *SPOTIFY,77.46,Debit,2025,1,15,2,2025-01,Entertainment,1,False,-0.5363115794097605
2025-01-15,UBER TRIP 284922 CA,14.85,Debit,2025,1,15,2,2025-01,Transport,4,False,-0.4982951105664152
2025-02-27,WATER BILL,144.11,Debit,2025,2,27,3,2025-02,Utilities,3,False,-0.48425633217609965
2025-03-06,Dominos Pizza,34.23,Debit,2025,3,6,3,2025-03,Other,3,False,-0.4022403968352402
2025-01-02,APPLE STORE #R1234,49.11,Debit,2025,1,2,3,2025-01,Shopping,3,False,-0.4537365763497768
2025-01-14,KFC Outlet 22,9.69,Debit,2025,1,14,1,2025-01,Other,4,False,-0.4605654342676043
2025-01-20,Netflix.com,41.8,Debit,2025,1,20,0,2025-01,Entertainment,1,False,-0.5499240505021623
2025-02-02,ZARA MALL 09,46.66,Debit,2025,2,2,6,2025-02,Shopping,3,False,-0.46646049286372676
2025-01-16,CINEMA CITY,44.51,Debit,2025,1,16,3,2025-01,Other,3,False,-0.41939016595398493
2025-02-06,TARGET T-2812,118.87,Debit,2025,2,6,3,2025-02,Shopping,3,False,-0.4313876643654807
2025-03-23,WATER BILL,147.49,Debit,2025,3,23,6,2025-03,Utilities,3,False,-0.5327351071732579
2025-01-10,SHELL STATION #221,40.93,Debit,2025,1,10,4,2025-01,Other,3,False,-0.4170522397677945
2025-02-26,LOCAL GROCERY MART,124.54,Debit,2025,2,26,2,2025-02,Other,4,False,-0.41940316419192447
2025-03-28,SHELL STATION #221,38.53,Debit,2025,3,28,4,2025-03,Other,3,False,-0.4109300776533554
2025-01-31,SPAR HYPERMARKET,119.22,Debit,2025,1,31,4,2025-01,Other,3,False,-0.44411872757365695
2025-02-05,PAYPAL *SPOTIFY,77.16,Debit,2025,2,5,2,2025-02,Entertainment,1,False,-0.5068609364589642
2025-03-30,CINEMA CITY,10.08,Debit,2025,3,30,6,2025-03,Other,3,False,-0.4710910041417112
2025-03-20,WM SUPERCENTER #382,81.93,Debit,2025,3,20,3,2025-03,Other,3,False,-0.4076207600902894
2025-03-01,ACH DEPOSIT SALARY,3500.0,Credit,2025,3,1,5,2025-03,Income,2,True,-0.7281723435050573
2025-02-12,PAYPAL *SPOTIFY,11.19,Debit,2025,2,12,2,2025-02,Entertainment,1,False,-0.5025979707114527
2025-01-05,LOCAL GROCERY MART,116.54,Debit,2025,1,5,6,2025-01,Other,3,False,-0.4999890674421532
2025-11-02,ZARA MALL 09,168.56,Debit,2025,11,2,6,2025-11,Shopping,0,True,-0.6787070199927802
2025-03-12,COSTCO WHOLESALE,58.13,Debit,2025,3,12,2,2025-03,Other,4,False,-0.40282946733979624
2025-01-23,APPLE STORE #R1234,241.38,Debit,2025,1,23,3,2025-01,Shopping,3,False,-0.5141132450799023
2025-01-28,SHELL STATION #221,26.35,Debit,2025,1,28,1,2025-01,Other,4,False,-0.43547598806757765
2025-02-01,ACH DEPOSIT SALARY,3500.0,Credit,2025,2,1,5,2025-02,Income,2,True,-0.7286173366189392
2025-01-16,METRO TICKET,14.93,Debit,2025,1,16,3,2025-01,Other,3,False,-0.4395216197123367
2025-11-01,CINEMA CITY,12.87,Debit,2025,11,1,5,2025-11,Other,0,True,-0.6462099566941854
2025-01-16,LOCAL GROCERY MART,81.2,Debit,2025,1,16,3,2025-01,Other,3,False,-0.4345356807978876
2025-02-24,WATER BILL,170.05,Debit,2025,2,24,0,2025-02,Utilities,4,False,-0.5425896013622403
2025-03-29,APPLE STORE #R1234,205.27,Debit,2025,3,29,5,2025-03,Shopping,3,False,-0.5023172334302147
2025-06-02,SPAR HYPERMARKET,112.07,Debit,2025,6,2,0,2025-06,Other,4,True,-0.5917093246634898
2025-03-26,PAYPAL *SPOTIFY,53.23,Debit,2025,3,26,2,2025-03,Entertainment,1,False,-0.4693133627668536
2025-01-27,INTERNET CHARGES,68.5,Debit,2025,1,27,0,2025-01,Utilities,4,False,-0.5466576818582966
2025-02-07,CINEMA CITY,37.92,Debit,2025,2,7,4,2025-02,Other,3,False,-0.40803389864452466
2025-03-04,STEAM PURCHASE,65.09,Debit,2025,3,4,1,2025-03,Other,4,False,-0.42484024658511305
2025-01-10,WM SUPERCENTER #382,65.26,Debit,2025,1,10,4,2025-01,Other,3,False,-0.42985147130270807
2025-01-06,Netflix.com,76.37,Debit,2025,1,6,0,2025-01,Entertainment,1,True,-0.5801453299405517
2025-03-22,APPLE STORE #R1234,223.65,Debit,2025,3,22,5,2025-03,Shopping,3,False,-0.5170589660177596
2025-02-03,PAYPAL *SPOTIFY,44.55,Debit,2025,2,3,0,2025-02,Entertainment,1,False,-0.5007379428729881
2025-03-07,METRO TICKET,12.73,Debit,2025,3,7,4,2025-03,Other,3,False,-0.4329897886448535
2025-01-06,INTERNET CHARGES,114.58,Debit,2025,1,6,0,2025-01,Utilities,4,False,-0.5399404170589559
2025-03-30,COSTCO WHOLESALE,113.3,Debit,2025,3,30,6,2025-03,Other,3,False,-0.47122218878199557
2025-01-27,Local Diner,24.22,Debit,2025,1,27,0,2025-01,Food,1,False,-0.5329625176581123
2025-03-27,ZARA MALL 09,183.19,Debit,2025,3,27,3,2025-03,Shopping,3,False,-0.46049970469953994
2025-02-03,Local Diner,29.25,Debit,2025,2,3,0,2025-02,Food,1,False,-0.499548650801138
2025-02-21,CINEMA CITY,44.03,Debit,2025,2,21,4,2025-02,Other,3,False,-0.40954801135471214
2025-01-11,ZARA MALL 09,232.52,Debit,2025,1,11,5,2025-01,Shopping,3,False,-0.528920168017267
2025-01-14,CINEMA CITY,64.17,Debit,2025,1,14,1,2025-01,Other,4,False,-0.44408494284284566
2025-02-12,Starbucks Store 0032,23.0,Debit,2025,2,12,2,2025-02,Food,1,False,-0.46113505210465755
2025-01-29,Starbucks Store 0032,21.15,Debit,2025,1,29,2,2025-01,Food,1,False,-0.48873516675265694
2025-03-28,STEAM PURCHASE,28.57,Debit,2025,3,28,4,2025-03,Other,3,False,-0.4125022448438829
2025-03-23,Netflix.com,14.61,Debit,2025,3,23,6,2025-03,Entertainment,1,False,-0.5398301200575796
2025-03-19,SHELL STATION #221,28.87,Debit,2025,3,19,2,2025-03,Other,4,False,-0.40349788231738803
2025-01-12,YELLOW CAB CO,53.84,Debit,2025,1,12,6,2025-01,Transport,3,False,-0.5128621129019864
2025-02-24,WATER BILL,136.57,Debit,2025,2,24,0,2025-02,Utilities,4,False,-0.5255289020468483
