Transaction Date,Description,Amount,Transaction_Type,Category,Label
2025-03-29,Netflix.com,54.51,Debit,Entertainment,Normal
2025-03-17,SHELL STATION #221,16.02,Debit,Transport,Normal
2025-02-02,STEAM PURCHASE,23.41,Debit,Entertainment,Normal
2025-01-24,TARGET T-2812,98.6,Debit,Shopping,Normal
2025-02-20,Local Diner,32.82,Debit,Food,Normal
2025-02-26,UBER TRIP 284922 CA,29.36,Debit,Transport,Normal
2025-03-01,H&M STORE 42,28.65,Debit,Shopping,Normal
2025-01-26,WATER BILL,63.04,Debit,Utilities,Normal
2025-02-03,Dominos Pizza,9.33,Debit,Food,Normal
2025-02-07,Local Diner,18.12,Debit,Food,Normal
2025-02-08,APPLE STORE #R1234,186.26,Debit,Shopping,Normal
2025-01-13,KFC Outlet 22,16.56,Debit,Food,Normal
2025-03-08,Dominos Pizza,29.04,Debit,Food,Normal
2025-03-01,SHELL STATION #221,39.74,Debit,Transport,Normal
2025-03-19,GAS COMPANY,55.57,Debit,Utilities,Normal
2025-03-20,SPAR HYPERMARKET,56.03,Debit,Groceries,Normal
2025-01-10,KFC Outlet 22,17.72,Debit,Food,Normal
2025-02-01,KFC Outlet 22,25.61,Debit,Food,Normal
2025-02-12,LYFT RIDE PGH,49.01,Debit,Transport,Normal
2025-01-17,WM SUPERCENTER #382,138.37,Debit,Groceries,Normal
2025-03-01,COSTCO WHOLESALE,67.52,Debit,Groceries,Normal
2025-03-07,WM SUPERCENTER #382,107.21,Debit,Groceries,Normal
2025-01-05,ZARA MALL 09,69.97,Debit,Shopping,Normal
2025-03-15,METRO TICKET,17.74,Debit,Transport,Normal
2025-01-15,PAYPAL *SPOTIFY,77.46,Debit,Entertainment,Normal
2025-01-15,UBER TRIP 284922 CA,14.85,Debit,Transport,Normal
2025-02-27,WATER BILL,144.11,Debit,Utilities,Normal
2025-03-06,Dominos Pizza,34.23,Debit,Food,Normal
2025-01-02,APPLE STORE #R1234,49.11,Debit,Shopping,Normal
2025-01-14,KFC Outlet 22,9.69,Debit,Food,Normal
2025-01-20,Netflix.com,41.8,Debit,Entertainment,Normal
2025-02-02,ZARA MALL 09,46.66,Debit,Shopping,Normal
2025-01-16,CINEMA CITY,44.51,Debit,Entertainment,Normal
2025-02-06,TARGET T-2812,118.87,Debit,Shopping,Normal
2025-03-23,WATER BILL,147.49,Debit,Utilities,Normal
2025-01-10,SHELL STATION #221,40.93,Debit,Transport,Normal
2025-02-26,LOCAL GROCERY MART,124.54,Debit,Groceries,Normal
2025-03-28,SHELL STATION #221,38.53,Debit,Transport,Normal
2025-01-31,SPAR HYPERMARKET,119.22,Debit,Groceries,Normal
2025-02-05,PAYPAL *SPOTIFY,77.16,Debit,Entertainment,Normal
2025-03-30,CINEMA CITY,10.08,Debit,Entertainment,Normal
2025-03-20,WM SUPERCENTER #382,81.93,Debit,Groceries,Normal
2025-03-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring
2025-02-12,PAYPAL *SPOTIFY,11.19,Debit,Entertainment,Normal
2025-01-05,LOCAL GROCERY MART,116.54,Debit,Groceries,Normal
2025-02-11,ZARA MALL 09,168.56,Debit,Shopping,Normal
2025-03-12,COSTCO WHOLESALE,58.13,Debit,Groceries,Normal
2025-01-23,APPLE STORE #R1234,241.38,Debit,Shopping,Normal
2025-01-28,SHELL STATION #221,26.35,Debit,Transport,Normal
2025-02-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring
2025-01-16,METRO TICKET,14.93,Debit,Transport,Normal
2025-01-11,CINEMA CITY,12.87,Debit,Entertainment,Normal
2025-01-16,LOCAL GROCERY MART,81.2,Debit,Groceries,Normal
2025-02-24,WATER BILL,170.05,Debit,Utilities,Normal
2025-03-29,APPLE STORE #R1234,205.27,Debit,Shopping,Normal
2025-02-06,SPAR HYPERMARKET,112.07,Debit,Groceries,Normal
2025-03-26,PAYPAL *SPOTIFY,53.23,Debit,Entertainment,Normal
2025-01-27,INTERNET CHARGES,68.5,Debit,Utilities,Normal
2025-02-07,CINEMA CITY,37.92,Debit,Entertainment,Normal
2025-03-04,STEAM PURCHASE,65.09,Debit,Entertainment,Normal
2025-01-10,WM SUPERCENTER #382,65.26,Debit,Groceries,Normal
2025-01-06,Netflix.com,76.37,Debit,Entertainment,Normal
2025-03-22,APPLE STORE #R1234,223.65,Debit,Shopping,Normal
2025-02-03,PAYPAL *SPOTIFY,44.55,Debit,Entertainment,Normal
2025-03-07,METRO TICKET,12.73,Debit,Transport,Normal
2025-01-06,INTERNET CHARGES,114.58,Debit,Utilities,Normal
2025-03-30,COSTCO WHOLESALE,113.3,Debit,Groceries,Normal
2025-01-27,Local Diner,24.22,Debit,Food,Normal
2025-03-27,ZARA MALL 09,183.19,Debit,Shopping,Normal
2025-02-03,Local Diner,29.25,Debit,Food,Normal
2025-02-21,CINEMA CITY,44.03,Debit,Entertainment,Normal
2025-01-11,ZARA MALL 09,232.52,Debit,Shopping,Normal
2025-01-14,CINEMA CITY,64.17,Debit,Entertainment,Normal
2025-02-12,Starbucks Store 0032,23.0,Debit,Food,Normal
2025-01-29,Starbucks Store 0032,21.15,Debit,Food,Normal
2025-03-28,STEAM PURCHASE,28.57,Debit,Entertainment,Normal
2025-03-23,Netflix.com,14.61,Debit,Entertainment,Normal
2025-03-19,SHELL STATION #221,28.87,Debit,Transport,Normal
2025-01-12,YELLOW CAB CO,53.84,Debit,Transport,Normal
2025-02-24,WATER BILL,136.57,Debit,Utilities,Normal
2025-03-25,APPLE STORE #R1234,152.86,Debit,Shopping,Normal
2025-01-11,ELECTRIC BILL,142.47,Debit,Utilities,Normal
2025-01-05,PAYPAL *SPOTIFY,38.09,Debit,Entertainment,Normal
2025-03-10,GAS COMPANY,139.22,Debit,Utilities,Normal
2025-03-13,KFC Outlet 22,26.22,Debit,Food,Normal
2025-01-14,LOCAL GROCERY MART,147.8,Debit,Groceries,Normal
2025-03-23,LYFT RIDE PGH,40.29,Debit,Transport,Normal
2025-02-04,COSTCO WHOLESALE,119.37,Debit,Groceries,Normal
2025-03-18,Netflix.com,64.82,Debit,Entertainment,Normal
2025-03-25,PAYPAL *SPOTIFY,43.66,Debit,Entertainment,Normal
2025-01-29,WATER BILL,167.18,Debit,Utilities,Normal
2025-03-19,ELECTRIC BILL,118.57,Debit,Utilities,Normal
2025-01-13,H&M STORE 42,42.93,Debit,Shopping,Normal
2025-02-07,APPLE STORE #R1234,175.11,Debit,Shopping,Normal
2025-01-08,COSTCO WHOLESALE,89.84,Debit,Groceries,Normal
2025-03-02,TARGET T-2812,194.53,Debit,Shopping,Normal
2025-01-14,STEAM PURCHASE,70.8,Debit,Entertainment,Normal
2025-03-02,SHELL STATION #221,41.88,Debit,Transport,Normal
2025-01-09,METRO TICKET,9.92,Debit,Transport,Normal
2025-03-17,WATER BILL,73.94,Debit,Utilities,Normal
2025-02-21,SHELL STATION #221,56.0,Debit,Transport,Normal
2025-03-18,STEAM PURCHASE,28.97,Debit,Entertainment,Normal
2025-02-14,KFC Outlet 22,8.88,Debit,Food,Normal
2025-02-17,Netflix.com,44.43,Debit,Entertainment,Normal
2025-01-23,Local Diner,32.38,Debit,Food,Normal
2025-03-28,STEAM PURCHASE,77.64,Debit,Entertainment,Normal
2025-01-10,COSTCO WHOLESALE,140.49,Debit,Groceries,Normal
2025-03-11,Netflix.com,77.77,Debit,Entertainment,Normal
2025-03-07,LOCAL GROCERY MART,27.28,Debit,Groceries,Normal
2025-03-03,TARGET T-2812,205.08,Debit,Shopping,Normal
2025-02-27,ELECTRIC BILL,74.71,Debit,Utilities,Normal
2025-03-29,Starbucks Store 0032,28.86,Debit,Food,Normal
2025-03-15,Local Diner,21.43,Debit,Food,Normal
2025-03-27,LOCAL GROCERY MART,143.75,Debit,Groceries,Normal
2025-02-16,COSTCO WHOLESALE,149.67,Debit,Groceries,Normal
2025-01-15,STEAM PURCHASE,50.03,Debit,Entertainment,Normal
2025-02-22,H&M STORE 42,86.29,Debit,Shopping,Normal
2025-02-25,SHELL STATION #221,55.36,Debit,Transport,Normal
2025-02-14,TARGET T-2812,74.34,Debit,Shopping,Normal
2025-03-09,APPLE STORE #R1234,230.1,Debit,Shopping,Normal
2025-02-26,GAS COMPANY,147.72,Debit,Utilities,Normal
2025-03-06,COSTCO WHOLESALE,144.72,Debit,Groceries,Normal
2025-01-06,ELECTRIC BILL,51.37,Debit,Utilities,Normal
2025-02-05,STEAM PURCHASE,53.13,Debit,Entertainment,Normal
2025-01-22,METRO TICKET,33.25,Debit,Transport,Normal
2025-01-24,KFC Outlet 22,23.12,Debit,Food,Normal
2025-03-15,PAYPAL *SPOTIFY,59.72,Debit,Entertainment,Normal
2025-02-27,ELECTRIC BILL,103.48,Debit,Utilities,Normal
2025-02-16,H&M STORE 42,104.17,Debit,Shopping,Normal
2025-02-19,Local Diner,37.43,Debit,Food,Normal
2025-03-26,McDonalds #8492,32.06,Debit,Food,Normal
2025-02-02,WM SUPERCENTER #382,83.79,Debit,Groceries,Normal
2025-02-09,TARGET T-2812,33.32,Debit,Shopping,Normal
2025-02-14,SHELL STATION #221,54.54,Debit,Transport,Normal
2025-02-02,LYFT RIDE PGH,17.02,Debit,Transport,Normal
2025-02-07,McDonalds #8492,19.15,Debit,Food,Normal
2025-03-17,PAYPAL *SPOTIFY,38.61,Debit,Entertainment,Normal
2025-03-27,H&M STORE 42,69.27,Debit,Shopping,Normal
2025-01-12,KFC Outlet 22,8.38,Debit,Food,Normal
2025-03-28,ZARA MALL 09,154.45,Debit,Shopping,Normal
2025-03-31,LYFT RIDE PGH,37.73,Debit,Transport,Normal
2025-02-27,AMAZON MKTP US*2R9,187.17,Debit,Shopping,Normal
2025-02-13,COSTCO WHOLESALE,87.03,Debit,Groceries,Normal
2025-02-10,APPLE STORE #R9999,2500.0,Debit,Shopping,Anomaly
2025-01-24,PAYPAL *SPOTIFY,20.6,Debit,Entertainment,Normal
2025-02-13,COSTCO WHOLESALE,145.69,Debit,Groceries,Normal
2025-03-02,UBER TRIP 284922 CA,37.33,Debit,Transport,Normal
2025-03-26,WATER BILL,168.34,Debit,Utilities,Normal
2025-02-26,Netflix.com,66.36,Debit,Entertainment,Normal
2025-02-14,APPLE STORE #R1234,111.93,Debit,Shopping,Normal
2025-03-16,WM SUPERCENTER #382,81.22,Debit,Groceries,Normal
2025-01-29,LYFT RIDE PGH,46.3,Debit,Transport,Normal
2025-02-06,H&M STORE 42,247.49,Debit,Shopping,Normal
2025-03-11,LOCAL GROCERY MART,101.46,Debit,Groceries,Normal
2025-02-08,ELECTRIC BILL,179.15,Debit,Utilities,Normal
2025-01-21,SPAR HYPERMARKET,25.41,Debit,Groceries,Normal
2025-03-13,ELECTRIC BILL,84.68,Debit,Utilities,Normal
2025-02-19,UBER TRIP 284922 CA,27.5,Debit,Transport,Normal
2025-02-25,H&M STORE 42,190.96,Debit,Shopping,Normal
2025-03-06,SHELL STATION #221,51.33,Debit,Transport,Normal
2025-01-10,McDonalds #8492,24.1,Debit,Food,Normal
2025-03-13,INTERNET CHARGES,133.8,Debit,Utilities,Normal
2025-03-25,Dominos Pizza,13.13,Debit,Food,Normal
2025-03-15,TARGET T-2812,205.66,Debit,Shopping,Normal
2025-03-24,McDonalds #8492,22.44,Debit,Food,Normal
2025-03-15,TARGET T-2812,182.05,Debit,Shopping,Normal
2025-01-01,INTERNET CHARGES,160.18,Debit,Utilities,Normal
2025-02-06,AMAZON MKTP US*2R9,168.27,Debit,Shopping,Normal
2025-02-06,COSTCO WHOLESALE,34.23,Debit,Groceries,Normal
2025-03-28,GAS COMPANY,95.53,Debit,Utilities,Normal
2025-02-18,PAYPAL *SPOTIFY,9.99,Debit,Entertainment,Recurring
2025-03-03,SPAR HYPERMARKET,121.15,Debit,Groceries,Normal
2025-03-01,INTERNET CHARGES,141.26,Debit,Utilities,Normal
2025-01-08,PAYPAL *SPOTIFY,39.65,Debit,Entertainment,Normal
2025-03-02,COSTCO WHOLESALE,82.1,Debit,Groceries,Normal
2025-01-05,METRO TICKET,48.97,Debit,Transport,Normal
2025-03-03,COSTCO WHOLESALE,119.49,Debit,Groceries,Normal
2025-03-09,INTERNET CHARGES,99.57,Debit,Utilities,Normal
2025-01-10,METRO TICKET,16.98,Debit,Transport,Normal
2025-01-13,UBER TRIP 284922 CA,23.09,Debit,Transport,Normal
2025-03-10,METRO TICKET,15.29,Debit,Transport,Normal
2025-03-30,H&M STORE 42,66.04,Debit,Shopping,Normal
2025-01-13,COSTCO WHOLESALE,25.65,Debit,Groceries,Normal
2025-02-22,UBER TRIP 284922 CA,24.55,Debit,Transport,Normal
2025-01-30,Starbucks Store 0032,33.18,Debit,Food,Normal
2025-01-27,WATER BILL,153.83,Debit,Utilities,Normal
2025-02-11,Local Diner,15.73,Debit,Food,Normal
2025-01-03,SHELL STATION #221,15.92,Debit,Transport,Normal
2025-01-26,H&M STORE 42,216.27,Debit,Shopping,Normal
2025-02-04,LOCAL GROCERY MART,56.43,Debit,Groceries,Normal
2025-01-08,INTERNET CHARGES,111.03,Debit,Utilities,Normal
2025-03-30,SHELL STATION #221,50.07,Debit,Transport,Normal
2025-01-21,YELLOW CAB CO,56.61,Debit,Transport,Normal
2025-03-26,METRO TICKET,19.66,Debit,Transport,Normal
2025-02-17,CINEMA CITY,12.36,Debit,Entertainment,Normal
2025-03-30,Netflix.com,72.27,Debit,Entertainment,Normal
2025-03-27,COSTCO WHOLESALE,58.35,Debit,Groceries,Normal
2025-02-28,INTERNET CHARGES,52.34,Debit,Utilities,Normal
2025-01-12,KFC Outlet 22,34.03,Debit,Food,Normal
2025-03-11,YELLOW CAB CO,24.7,Debit,Transport,Normal
2025-02-25,ELECTRIC BILL,151.03,Debit,Utilities,Normal
2025-02-06,YELLOW CAB CO,44.56,Debit,Transport,Normal
2025-01-31,Local Diner,17.68,Debit,Food,Normal
2025-03-19,INTERNET CHARGES,105.1,Debit,Utilities,Normal
2025-02-04,COSTCO WHOLESALE,110.58,Debit,Groceries,Normal
2025-03-28,McDonalds #8492,19.13,Debit,Food,Normal
2025-02-12,ELECTRIC BILL,56.15,Debit,Utilities,Normal
2025-02-18,WATER BILL,109.67,Debit,Utilities,Normal
2025-02-23,SHELL STATION #221,31.77,Debit,Transport,Normal
2025-02-14,LOCAL GROCERY MART,127.57,Debit,Groceries,Normal
