date,description,amount,transaction_type,Category,Label,year,month,day,day_of_week,year_month,base_category,cluster_id,anomaly_score,is_anomaly
2025-03-23,CINEMA CITY,14.72,Debit,Entertainment,Normal,2025,3,23,6,2025-03,Other,1,0.08591995232300925,False
2025-03-25,Local Diner,14.56,Debit,Food,Normal,2025,3,25,1,2025-03,Food,2,0.0626517927273953,False
2025-04-01,LYFT RIDE PGH,49.27,Debit,Transport,Normal,2025,4,1,1,2025-04,Transport,0,-0.058972848278537104,True
2025-03-13,COSTCO WHOLESALE,111.33,Debit,Groceries,Normal,2025,3,13,3,2025-03,Other,1,0.1304115082980536,False
2025-01-11,GAS COMPANY,161.87,Debit,Utilities,Normal,2025,1,11,5,2025-01,Other,4,0.0420810597818867,False
2025-03-28,STEAM PURCHASE,45.94,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,0.1359640995778434,False
2025-03-10,COSTCO WHOLESALE,120.23,Debit,Groceries,Normal,2025,3,10,0,2025-03,Other,0,0.06352851283022376,False
2025-03-11,ZARA MALL 09,175.45,Debit,Shopping,Normal,2025,3,11,1,2025-03,Shopping,0,0.06682008425286556,False
2025-01-21,INTERNET CHARGES,92.2,Debit,Utilities,Normal,2025,1,21,1,2025-01,Utilities,4,0.04192919351771174,False
2025-03-01,INTERNET CHARGES,175.95,Debit,Utilities,Normal,2025,3,1,5,2025-03,Utilities,1,0.016955941654675732,False
2025-02-24,Netflix.com,39.0,Debit,Entertainment,Normal,2025,2,24,0,2025-02,Entertainment,2,0.06512527444602789,False
2025-03-07,PAYPAL *SPOTIFY,59.74,Debit,Entertainment,Normal,2025,3,7,4,2025-03,Entertainment,2,0.027435496436757245,False
2025-02-11,COSTCO WHOLESALE,25.85,Debit,Groceries,Normal,2025,2,11,1,2025-02,Other,0,0.13910275584692955,False
2025-02-17,H&M STORE 42,195.51,Debit,Shopping,Normal,2025,2,17,0,2025-02,Shopping,0,0.03509852690782067,False
2025-01-15,Netflix.com Subscription,15.99,Debit,Entertainment,Recurring,2025,1,15,2,2025-01,Entertainment,2,0.023311595539006635,False
2025-03-27,Local Diner,26.81,Debit,Food,Normal,2025,3,27,3,2025-03,Food,2,0.07916861146947951,False
2025-03-04,WM SUPERCENTER #382,97.13,Debit,Groceries,Normal,2025,3,4,1,2025-03,Other,0,0.11323907094449653,False
2025-01-11,WATER BILL,61.12,Debit,Utilities,Normal,2025,1,11,5,2025-01,Utilities,4,0.033215543426428074,False
2025-01-06,SPAR HYPERMARKET,147.63,Debit,Groceries,Normal,2025,1,6,0,2025-01,Other,4,0.037714168661216685,False
2025-03-31,METRO TICKET,25.69,Debit,Transport,Normal,2025,3,31,0,2025-03,Other,0,0.09798591608709939,False
2025-02-08,INTERNET CHARGES,111.02,Debit,Utilities,Normal,2025,2,8,5,2025-02,Utilities,1,0.042786142759628,False
2025-03-10,LYFT RIDE PGH,16.5,Debit,Transport,Normal,2025,3,10,0,2025-03,Transport,0,0.04024678036066753,False
2025-01-02,H&M STORE 42,209.14,Debit,Shopping,Normal,2025,1,2,3,2025-01,Shopping,4,0.05154381880298764,False
2025-03-19,METRO TICKET,9.81,Debit,Transport,Normal,2025,3,19,2,2025-03,Other,0,0.11975704005796761,False
2025-01-07,WM SUPERCENTER #382,32.58,Debit,Groceries,Normal,2025,1,7,1,2025-01,Other,4,0.11494864740833732,False
2025-02-27,WM SUPERCENTER #382,138.23,Debit,Groceries,Normal,2025,2,27,3,2025-02,Other,4,0.12784080150663407,False
2025-02-14,Dominos Pizza,17.86,Debit,Food,Normal,2025,2,14,4,2025-02,Other,1,0.14007216701463476,False
2025-03-28,PAYPAL *SPOTIFY,76.6,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Entertainment,2,0.017395472503022535,False
2025-01-31,AMAZON MKTP US*2R9,197.45,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,4,0.05677045116597956,False
2025-01-31,APPLE STORE #R1234,94.47,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,4,0.08558517273598698,False
2025-03-17,LYFT RIDE PGH,8.37,Debit,Transport,Normal,2025,3,17,0,2025-03,Transport,0,0.02262226324941352,False
2025-02-28,ZARA MALL 09,173.37,Debit,Shopping,Normal,2025,2,28,4,2025-02,Shopping,1,0.09394549876908176,False
2025-02-01,SHELL STATION #221,36.03,Debit,Transport,Normal,2025,2,1,5,2025-02,Other,1,0.13454691018963216,False
2025-02-17,LOCAL GROCERY MART,125.14,Debit,Groceries,Normal,2025,2,17,0,2025-02,Other,0,0.07753991899977031,False
2025-01-16,SPAR HYPERMARKET,111.08,Debit,Groceries,Normal,2025,1,16,3,2025-01,Other,4,0.09924921262299763,False
2025-03-28,Starbucks Store 0032,14.52,Debit,Food,Normal,2025,3,28,4,2025-03,Food,2,0.06595065295377567,False
2025-02-23,GAS COMPANY,118.95,Debit,Utilities,Normal,2025,2,23,6,2025-02,Other,1,0.06751722417393924,False
2025-01-18,ELECTRIC BILL,78.67,Debit,Utilities,Normal,2025,1,18,5,2025-01,Utilities,4,0.034130759410221145,False
2025-03-10,McDonalds #8492,9.49,Debit,Food,Normal,2025,3,10,0,2025-03,Food,2,0.015803793042778236,False
2025-02-10,Starbucks Store 0032,34.37,Debit,Food,Normal,2025,2,10,0,2025-02,Food,2,0.06510564364755334,False
2025-01-05,INTERNET CHARGES,162.69,Debit,Utilities,Normal,2025,1,5,6,2025-01,Utilities,4,-0.030011503328512212,True
2025-01-10,YELLOW CAB CO,51.91,Debit,Transport,Normal,2025,1,10,4,2025-01,Transport,4,0.0669643436874674,False
2025-02-02,METRO TICKET,58.3,Debit,Transport,Normal,2025,2,2,6,2025-02,Other,1,0.09643148805177604,False
2025-03-28,GAS COMPANY,165.41,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,0.06794399413799312,False
2025-02-14,WATER BILL,162.91,Debit,Utilities,Normal,2025,2,14,4,2025-02,Utilities,1,0.04892235595059413,False
2025-02-04,METRO TICKET,55.08,Debit,Transport,Normal,2025,2,4,1,2025-02,Other,0,0.14496705411808553,False
2025-02-18,ZARA MALL 09,68.68,Debit,Shopping,Normal,2025,2,18,1,2025-02,Shopping,0,0.11556213469753673,False
2025-01-19,UBER TRIP 284922 CA,10.4,Debit,Transport,Normal,2025,1,19,6,2025-01,Transport,4,-0.0034210715890927723,True
2025-01-28,GAS COMPANY,98.78,Debit,Utilities,Normal,2025,1,28,1,2025-01,Other,4,0.0944175714203278,False
2025-03-27,PAYPAL *SPOTIFY,34.22,Debit,Entertainment,Normal,2025,3,27,3,2025-03,Entertainment,2,0.0507769740918137,False
2025-02-25,Local Diner,27.25,Debit,Food,Normal,2025,2,25,1,2025-02,Food,2,0.08632579276587737,False
2025-02-13,Netflix.com,25.9,Debit,Entertainment,Normal,2025,2,13,3,2025-02,Entertainment,2,0.06149448626411447,False
2025-03-09,INTERNET CHARGES,103.52,Debit,Utilities,Normal,2025,3,9,6,2025-03,Utilities,1,0.007373536365029354,False
2025-02-26,WM SUPERCENTER #382,99.75,Debit,Groceries,Normal,2025,2,26,2,2025-02,Other,0,0.12932909788828184,False
2025-01-27,ZARA MALL 09,181.42,Debit,Shopping,Normal,2025,1,27,0,2025-01,Shopping,4,0.005466286108505636,False
2025-03-20,SPAR HYPERMARKET,142.38,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,1,0.11471344484698792,False
2025-01-17,Dominos Pizza,38.79,Debit,Food,Normal,2025,1,17,4,2025-01,Other,4,0.1378504586490792,False
2025-01-17,SHELL STATION #221,18.67,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,4,0.12165113795963067,False
2025-02-17,APPLE STORE #R1234,70.8,Debit,Shopping,Normal,2025,2,17,0,2025-02,Shopping,0,0.0837121544013118,False
2025-03-12,CINEMA CITY,33.33,Debit,Entertainment,Normal,2025,3,12,2,2025-03,Other,0,0.1420359705255042,False
2025-03-20,H&M STORE 42,83.15,Debit,Shopping,Normal,2025,3,20,3,2025-03,Shopping,1,0.10523764457353207,False
2025-01-07,STEAM PURCHASE,20.28,Debit,Entertainment,Normal,2025,1,7,1,2025-01,Other,4,0.11024438377078838,False
2025-01-31,KFC Outlet 22,25.02,Debit,Food,Normal,2025,1,31,4,2025-01,Other,4,0.13130222479058612,False
2025-02-15,McDonalds #8492,28.87,Debit,Food,Normal,2025,2,15,5,2025-02,Food,2,0.07021112777137095,False
2025-02-13,WM SUPERCENTER #382,86.79,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,4,0.14282668280113314,False
2025-03-01,STEAM PURCHASE,53.48,Debit,Entertainment,Normal,2025,3,1,5,2025-03,Other,1,0.1286834098186428,False
2025-03-02,Netflix.com,14.57,Debit,Entertainment,Normal,2025,3,2,6,2025-03,Entertainment,2,0.014282258177461427,False
2025-02-03,UBER TRIP 284922 CA,14.59,Debit,Transport,Normal,2025,2,3,0,2025-02,Transport,0,0.05171078281952002,False
2025-03-25,STEAM PURCHASE,23.87,Debit,Entertainment,Normal,2025,3,25,1,2025-03,Other,0,0.1286101584031169,False
2025-03-30,PAYPAL *SPOTIFY,59.33,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,2,0.025984787853036817,False
2025-01-18,Starbucks Store 0032,38.12,Debit,Food,Normal,2025,1,18,5,2025-01,Food,2,0.028768523380294453,False
2025-03-28,GAS COMPANY,79.78,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,0.13017656462002192,False
2025-03-25,WATER BILL,85.01,Debit,Utilities,Normal,2025,3,25,1,2025-03,Utilities,0,0.05013645139406275,False
2025-03-23,LOCAL GROCERY MART,45.33,Debit,Groceries,Normal,2025,3,23,6,2025-03,Other,1,0.10103844491497199,False
2025-02-13,Starbucks Store 0032,25.59,Debit,Food,Normal,2025,2,13,3,2025-02,Food,2,0.0941948352373782,False
2025-01-15,ELECTRIC BILL,156.03,Debit,Utilities,Normal,2025,1,15,2,2025-01,Utilities,4,0.04455382078141212,False
2025-03-11,CINEMA CITY,54.22,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Other,0,0.1341613379167627,False
2025-01-04,Starbucks Store 0032,12.65,Debit,Food,Normal,2025,1,4,5,2025-01,Food,2,0.020528973548871177,False
2025-01-13,CINEMA CITY,38.73,Debit,Entertainment,Normal,2025,1,13,0,2025-01,Other,4,0.0742897622358466,False
2025-03-02,INTERNET CHARGES,45.13,Debit,Utilities,Normal,2025,3,2,6,2025-03,Utilities,1,0.006139688597836979,False
2025-01-10,ELECTRIC BILL,99.32,Debit,Utilities,Normal,2025,1,10,4,2025-01,Utilities,4,0.03290973039798273,False
2025-02-13,WATER BILL,156.25,Debit,Utilities,Normal,2025,2,13,3,2025-02,Utilities,4,0.07173880657363096,False
2025-01-17,SHELL STATION #221,21.03,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,4,0.12650075814247413,False
2025-03-28,Local Diner,25.17,Debit,Food,Normal,2025,3,28,4,2025-03,Food,2,0.07602141519675953,False
2025-03-16,STEAM PURCHASE,72.64,Debit,Entertainment,Normal,2025,3,16,6,2025-03,Other,1,0.09454142127925297,False
2025-03-05,Dominos Pizza,23.76,Debit,Food,Normal,2025,3,5,2,2025-03,Other,0,0.13946764666561656,False
2025-03-22,YELLOW CAB CO,59.87,Debit,Transport,Normal,2025,3,22,5,2025-03,Transport,1,0.0597655334413314,False
2025-03-22,Netflix.com,24.48,Debit,Entertainment,Normal,2025,3,22,5,2025-03,Entertainment,2,0.04229016822987819,False
2025-02-11,AMAZON MKTP US*2R9,217.28,Debit,Shopping,Normal,2025,2,11,1,2025-02,Shopping,0,0.04859553797391791,False
2025-03-19,WATER BILL,61.4,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,0,0.058500277773512965,False
2025-03-11,Netflix.com,79.99,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Entertainment,2,0.03701260465371636,False
2025-02-26,H&M STORE 42,47.93,Debit,Shopping,Normal,2025,2,26,2,2025-02,Shopping,0,0.11991821021307181,False
2025-03-03,LYFT RIDE PGH,31.66,Debit,Transport,Normal,2025,3,3,0,2025-03,Transport,0,0.052372296902776005,False
2025-03-08,CINEMA CITY,52.35,Debit,Entertainment,Normal,2025,3,8,5,2025-03,Other,1,0.1283814401156605,False
2025-01-21,METRO TICKET,59.79,Debit,Transport,Normal,2025,1,21,1,2025-01,Other,4,0.11447762643803183,False
2025-02-24,STEAM PURCHASE,51.71,Debit,Entertainment,Normal,2025,2,24,0,2025-02,Other,0,0.1081000259941457,False
2025-03-03,CINEMA CITY,60.17,Debit,Entertainment,Normal,2025,3,3,0,2025-03,Other,0,0.09780658351938631,False
2025-02-20,Dominos Pizza,21.0,Debit,Food,Normal,2025,2,20,3,2025-02,Other,4,0.14563561710951783,False
2025-02-13,SPAR HYPERMARKET,74.84,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,4,0.14633656941810075,False
2025-04-01,INTERNET CHARGES,50.93,Debit,Utilities,Normal,2025,4,1,1,2025-04,Utilities,0,-0.07982189164349629,True
2025-01-07,COSTCO WHOLESALE,70.32,Debit,Groceries,Normal,2025,1,7,1,2025-01,Other,4,0.11243380282885235,False
2025-01-28,AMAZON MKTP US*2R9,153.21,Debit,Shopping,Normal,2025,1,28,1,2025-01,Shopping,4,0.05875013735567758,False
2025-01-09,LYFT RIDE PGH,22.3,Debit,Transport,Normal,2025,1,9,3,2025-01,Transport,4,0.05904981503555751,False
2025-02-01,Netflix.com,58.2,Debit,Entertainment,Normal,2025,2,1,5,2025-02,Entertainment,2,0.02726287953832629,False
2025-02-25,METRO TICKET,54.18,Debit,Transport,Normal,2025,2,25,1,2025-02,Other,0,0.14496705411808553,False
2025-03-01,YELLOW CAB CO,47.88,Debit,Transport,Normal,2025,3,1,5,2025-03,Transport,1,0.0656797710394389,False
2025-01-25,AMAZON MKTP US*2R9,238.27,Debit,Shopping,Normal,2025,1,25,5,2025-01,Shopping,4,0.0005378260105585175,False
2025-03-30,WATER BILL,66.82,Debit,Utilities,Normal,2025,3,30,6,2025-03,Utilities,1,0.008194629251414454,False
2025-03-14,ELECTRIC BILL,51.75,Debit,Utilities,Normal,2025,3,14,4,2025-03,Utilities,1,0.036812981300315184,False
2025-02-02,CINEMA CITY,76.66,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Other,1,0.08781548669885925,False
2025-03-21,ELECTRIC BILL,125.26,Debit,Utilities,Normal,2025,3,21,4,2025-03,Utilities,1,0.036466294673814126,False
2025-03-15,CINEMA CITY,54.88,Debit,Entertainment,Normal,2025,3,15,5,2025-03,Other,1,0.1269604268477636,False
2025-01-07,CINEMA CITY,51.23,Debit,Entertainment,Normal,2025,1,7,1,2025-01,Other,4,0.11912807625742056,False
2025-01-29,UBER TRIP 284922 CA,42.32,Debit,Transport,Normal,2025,1,29,2,2025-01,Transport,4,0.07869890638099603,False
2025-03-25,H&M STORE 42,49.66,Debit,Shopping,Normal,2025,3,25,1,2025-03,Shopping,0,0.10012553756353942,False
2025-03-27,YELLOW CAB CO,20.41,Debit,Transport,Normal,2025,3,27,3,2025-03,Transport,1,0.07172740224440988,False
2025-01-31,ZARA MALL 09,48.03,Debit,Shopping,Normal,2025,1,31,4,2025-01,Shopping,4,0.09649469531946236,False
2025-03-18,Netflix.com,45.84,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Entertainment,2,0.0701922426876963,False
2025-02-21,APPLE STORE #R1234,211.76,Debit,Shopping,Normal,2025,2,21,4,2025-02,Shopping,1,0.05862061602248003,False
2025-02-12,Netflix.com,31.74,Debit,Entertainment,Normal,2025,2,12,2,2025-02,Entertainment,2,0.07973889806644335,False
2025-03-24,KFC Outlet 22,35.59,Debit,Food,Normal,2025,3,24,0,2025-03,Other,0,0.09916779211726306,False
2025-03-10,ELECTRIC BILL,110.36,Debit,Utilities,Normal,2025,3,10,0,2025-03,Utilities,0,0.005786404365470177,False
2025-01-29,GAS COMPANY,103.07,Debit,Utilities,Normal,2025,1,29,2,2025-01,Other,4,0.1016945487831305,False
2025-01-16,Dominos Pizza,10.36,Debit,Food,Normal,2025,1,16,3,2025-01,Other,4,0.09602124559563824,False
2025-01-08,ELECTRIC BILL,68.62,Debit,Utilities,Normal,2025,1,8,2,2025-01,Utilities,4,0.060397657226113566,False
2025-03-26,GAS COMPANY,49.74,Debit,Utilities,Normal,2025,3,26,2,2025-03,Other,0,0.14951723434818753,False
2025-02-27,PAYPAL *SPOTIFY,46.45,Debit,Entertainment,Normal,2025,2,27,3,2025-02,Entertainment,2,0.06650397712061262,False
2025-01-28,YELLOW CAB CO,13.31,Debit,Transport,Normal,2025,1,28,1,2025-01,Transport,4,0.05022135017402374,False
2025-03-20,Dominos Pizza,22.75,Debit,Food,Normal,2025,3,20,3,2025-03,Other,1,0.1407735469399764,False
2025-03-22,Local Diner,34.46,Debit,Food,Normal,2025,3,22,5,2025-03,Food,2,0.05971426572623073,False
2025-02-26,AMAZON MKTP US*2R9,184.12,Debit,Shopping,Normal,2025,2,26,2,2025-02,Shopping,0,0.09431008817460662,False
2025-04-01,SPAR HYPERMARKET,73.26,Debit,Groceries,Normal,2025,4,1,1,2025-04,Other,0,-0.03653027135808806,True
2025-03-31,STEAM PURCHASE,50.29,Debit,Entertainment,Normal,2025,3,31,0,2025-03,Other,0,0.10088660364297386,False
2025-02-08,YELLOW CAB CO,44.65,Debit,Transport,Normal,2025,2,8,5,2025-02,Transport,1,0.08373637439225967,False
2025-02-05,METRO TICKET,20.99,Debit,Transport,Normal,2025,2,5,2,2025-02,Other,0,0.13711224542574313,False
2025-02-02,UBER TRIP 284922 CA,44.86,Debit,Transport,Normal,2025,2,2,6,2025-02,Transport,1,0.04807090004624981,False
2025-01-18,YELLOW CAB CO,23.05,Debit,Transport,Normal,2025,1,18,5,2025-01,Transport,4,0.04898229977780899,False
2025-03-06,SPAR HYPERMARKET,145.78,Debit,Groceries,Normal,2025,3,6,3,2025-03,Other,1,0.11139651645528331,False
2025-01-01,KFC Outlet 22,31.15,Debit,Food,Normal,2025,1,1,2,2025-01,Other,4,0.12172669924304869,False
2025-03-11,WM SUPERCENTER #382,102.18,Debit,Groceries,Normal,2025,3,11,1,2025-03,Other,0,0.11411619208255047,False
2025-02-10,YELLOW CAB CO,46.18,Debit,Transport,Normal,2025,2,10,0,2025-02,Transport,0,0.0668530219911595,False
2025-01-04,LOCAL GROCERY MART,139.41,Debit,Groceries,Normal,2025,1,4,5,2025-01,Other,4,0.06650384777186369,False
2025-03-27,H&M STORE 42,186.56,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,1,0.07523998065952697,False
2025-02-08,Netflix.com,11.31,Debit,Entertainment,Normal,2025,2,8,5,2025-02,Entertainment,2,0.025551651991381208,False
2025-03-02,APPLE STORE #R1234,125.11,Debit,Shopping,Normal,2025,3,2,6,2025-03,Shopping,1,0.050431236459088535,False
2025-01-15,PAYPAL *SPOTIFY,9.36,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Entertainment,2,0.01470072092157615,False
2025-03-11,SHELL STATION #221,55.76,Debit,Transport,Normal,2025,3,11,1,2025-03,Other,0,0.13175539215952342,False
2025-01-03,ZARA MALL 09,201.36,Debit,Shopping,Normal,2025,1,3,4,2025-01,Shopping,4,0.055854826127431645,False
2025-01-31,LOCAL GROCERY MART,37.42,Debit,Groceries,Normal,2025,1,31,4,2025-01,Other,4,0.13677164707352762,False
2025-01-07,Dominos Pizza,15.22,Debit,Food,Normal,2025,1,7,1,2025-01,Other,4,0.09599338000125046,False
2025-03-11,INTERNET CHARGES,164.79,Debit,Utilities,Normal,2025,3,11,1,2025-03,Utilities,0,0.02639028143733879,False
2025-01-17,METRO TICKET,35.69,Debit,Transport,Normal,2025,1,17,4,2025-01,Other,4,0.1335980581888474,False
2025-02-18,GAS COMPANY,40.83,Debit,Utilities,Normal,2025,2,18,1,2025-02,Other,0,0.143997588256416,False
2025-02-02,PAYPAL *SPOTIFY,9.01,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Entertainment,2,-0.000657342901793645,True
2025-02-22,SHELL STATION #221,48.3,Debit,Transport,Normal,2025,2,22,5,2025-02,Other,1,0.13439251419309162,False
2025-02-08,H&M STORE 42,216.29,Debit,Shopping,Normal,2025,2,8,5,2025-02,Shopping,1,0.046889937802643056,False
2025-02-02,McDonalds #8492,34.22,Debit,Food,Normal,2025,2,2,6,2025-02,Food,2,0.03626707097954418,False
2025-03-31,ZARA MALL 09,231.95,Debit,Shopping,Normal,2025,3,31,0,2025-03,Shopping,0,-0.005841812372968547,True
2025-03-29,WM SUPERCENTER #382,86.28,Debit,Groceries,Normal,2025,3,29,5,2025-03,Other,1,0.10614447126457849,False
2025-01-11,CINEMA CITY,48.24,Debit,Entertainment,Normal,2025,1,11,5,2025-01,Other,4,0.11018125981434551,False
2025-01-22,Netflix.com,28.43,Debit,Entertainment,Normal,2025,1,22,2,2025-01,Entertainment,2,0.036416302088243535,False
2025-03-05,LOCAL GROCERY MART,87.17,Debit,Groceries,Normal,2025,3,5,2,2025-03,Other,0,0.1300037113558542,False
2025-03-21,COSTCO WHOLESALE,140.72,Debit,Groceries,Normal,2025,3,21,4,2025-03,Other,1,0.0885601800767894,False
2025-02-23,KFC Outlet 22,16.58,Debit,Food,Normal,2025,2,23,6,2025-02,Other,1,0.08701409665092902,False
2025-03-12,AMAZON MKTP US*2R9,147.02,Debit,Shopping,Normal,2025,3,12,2,2025-03,Shopping,0,0.08037775348233628,False
2025-02-27,PAYPAL *SPOTIFY,79.74,Debit,Entertainment,Normal,2025,2,27,3,2025-02,Entertainment,2,0.045681453309475595,False
2025-01-21,LYFT RIDE PGH,53.83,Debit,Transport,Normal,2025,1,21,1,2025-01,Transport,4,0.06917231098961985,False
2025-01-03,LOCAL GROCERY MART,46.48,Debit,Groceries,Normal,2025,1,3,4,2025-01,Other,4,0.13498154821590297,False
2025-01-08,KFC Outlet 22,34.66,Debit,Food,Normal,2025,1,8,2,2025-01,Other,4,0.12161153798789676,False
2025-02-20,CINEMA CITY,8.58,Debit,Entertainment,Normal,2025,2,20,3,2025-02,Other,4,0.12766353586655643,False
2025-02-16,ELECTRIC BILL,150.7,Debit,Utilities,Normal,2025,2,16,6,2025-02,Utilities,1,0.008063984228340537,False
2025-03-16,STEAM PURCHASE,14.55,Debit,Entertainment,Normal,2025,3,16,6,2025-03,Other,1,0.08508399676471196,False
2025-03-28,COSTCO WHOLESALE,88.9,Debit,Groceries,Normal,2025,3,28,4,2025-03,Other,1,0.11744759464328253,False
2025-02-05,Netflix.com,45.2,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Entertainment,2,0.08449207170617073,False
2025-03-03,AMAZON MKTP US*2R9,209.09,Debit,Shopping,Normal,2025,3,3,0,2025-03,Shopping,0,0.002817929564648325,False
2025-01-06,INTERNET CHARGES,104.13,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,4,0.010439108010479425,False
2025-02-13,LOCAL GROCERY MART,127.57,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,4,0.13407390507783917,False
2025-03-21,CINEMA CITY,68.66,Debit,Entertainment,Normal,2025,3,21,4,2025-03,Other,1,0.13273085272973956,False
2025-01-10,H&M STORE 42,135.98,Debit,Shopping,Normal,2025,1,10,4,2025-01,Shopping,4,0.08738245806782596,False
2025-03-30,Netflix.com,50.98,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,2,0.03400573291706832,False
2025-01-14,ELECTRIC BILL,79.91,Debit,Utilities,Normal,2025,1,14,1,2025-01,Utilities,4,0.05171971244268747,False
2025-02-01,Netflix.com,49.23,Debit,Entertainment,Normal,2025,2,1,5,2025-02,Entertainment,2,0.036537781829280025,False
2025-03-26,PAYPAL *SPOTIFY,32.0,Debit,Entertainment,Normal,2025,3,26,2,2025-03,Entertainment,2,0.06820310203756574,False
2025-03-28,YELLOW CAB CO,19.68,Debit,Transport,Normal,2025,3,28,4,2025-03,Transport,1,0.06351385357563522,False
2025-02-24,AMAZON MKTP US*2R9,161.41,Debit,Shopping,Normal,2025,2,24,0,2025-02,Shopping,0,0.06835609372404439,False
2025-02-27,YELLOW CAB CO,56.38,Debit,Transport,Normal,2025,2,27,3,2025-02,Transport,4,0.1018202547676128,False
2025-02-11,LOCAL GROCERY MART,28.23,Debit,Groceries,Normal,2025,2,11,1,2025-02,Other,0,0.14073324661788322,False
2025-01-14,APPLE STORE #R1234,136.7,Debit,Shopping,Normal,2025,1,14,1,2025-01,Shopping,4,0.06390109426450563,False
2025-03-15,SHELL STATION #221,32.58,Debit,Transport,Normal,2025,3,15,5,2025-03,Other,1,0.12879925116933078,False
2025-03-18,APPLE STORE #R1234,231.87,Debit,Shopping,Normal,2025,3,18,1,2025-03,Shopping,0,0.014570811317677457,False
2025-03-05,SPAR HYPERMARKET,55.5,Debit,Groceries,Normal,2025,3,5,2,2025-03,Other,0,0.1472607903970088,False
2025-02-14,COSTCO WHOLESALE,61.31,Debit,Groceries,Normal,2025,2,14,4,2025-02,Other,1,0.1385740076604563,False
2025-03-29,Netflix.com,54.51,Debit,Entertainment,Normal,2025,3,29,5,2025-03,Entertainment,2,0.03863313518786904,False
2025-03-17,SHELL STATION #221,16.02,Debit,Transport,Normal,2025,3,17,0,2025-03,Other,0,0.08586277643325396,False
2025-02-02,STEAM PURCHASE,23.41,Debit,Entertainment,Normal,2025,2,2,6,2025-02,Other,1,0.09527481133158494,False
2025-01-24,TARGET T-2812,98.6,Debit,Shopping,Normal,2025,1,24,4,2025-01,Shopping,4,0.08689305558100752,False
2025-02-20,Local Diner,32.82,Debit,Food,Normal,2025,2,20,3,2025-02,Food,2,0.09320601486218993,False
2025-02-26,UBER TRIP 284922 CA,29.36,Debit,Transport,Normal,2025,2,26,2,2025-02,Transport,0,0.10224010890235607,False
2025-03-01,H&M STORE 42,28.65,Debit,Shopping,Normal,2025,3,1,5,2025-03,Shopping,1,0.08308269987621947,False
2025-01-26,WATER BILL,63.04,Debit,Utilities,Normal,2025,1,26,6,2025-01,Utilities,4,0.004394863965905382,False
2025-02-03,Dominos Pizza,9.33,Debit,Food,Normal,2025,2,3,0,2025-02,Other,0,0.08609080413426279,False
2025-02-07,Local Diner,18.12,Debit,Food,Normal,2025,2,7,4,2025-02,Food,2,0.08404908354633817,False
2025-02-08,APPLE STORE #R1234,186.26,Debit,Shopping,Normal,2025,2,8,5,2025-02,Shopping,1,0.0734077193611149,False
2025-01-13,KFC Outlet 22,16.56,Debit,Food,Normal,2025,1,13,0,2025-01,Other,4,0.05569705234982725,False
2025-03-08,Dominos Pizza,29.04,Debit,Food,Normal,2025,3,8,5,2025-03,Other,1,0.12669788918718294,False
2025-03-01,SHELL STATION #221,39.74,Debit,Transport,Normal,2025,3,1,5,2025-03,Other,1,0.13048704832998448,False
2025-03-19,GAS COMPANY,55.57,Debit,Utilities,Normal,2025,3,19,2,2025-03,Other,0,0.1472607903970088,False
2025-03-20,SPAR HYPERMARKET,56.03,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,1,0.14771577006695447,False
2025-01-10,KFC Outlet 22,17.72,Debit,Food,Normal,2025,1,10,4,2025-01,Other,4,0.12278626448392332,False
2025-02-01,KFC Outlet 22,25.61,Debit,Food,Normal,2025,2,1,5,2025-02,Other,1,0.12884165800795627,False
2025-02-12,LYFT RIDE PGH,49.01,Debit,Transport,Normal,2025,2,12,2,2025-02,Transport,0,0.10501443708978464,False
2025-01-17,WM SUPERCENTER #382,138.37,Debit,Groceries,Normal,2025,1,17,4,2025-01,Other,4,0.08555979568150252,False
2025-03-01,COSTCO WHOLESALE,67.52,Debit,Groceries,Normal,2025,3,1,5,2025-03,Other,1,0.12087282836719782,False
